"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Multi-Var Calc & Linear Alg","375
001","50","3.890","86.0","6.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","390
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
035","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
061","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
151","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
187","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
193","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
196","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
268","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
269","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","390
270","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Research - MXM","Course Total","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Appl Dyn Sys, Chaos&Modelng","415
001","31","3.065","25.8","19.4","22.6","12.9","16.1","3.2",".",".",".",".",".",".",".",".",".","."
"","421
001","29","3.310","37.9","17.2","24.1","10.3","10.3",".",".",".",".",".",".",".",".",".",".","."
"","421
002","28","3.464","50.0","21.4","10.7","7.1","10.7",".",".",".",".",".",".",".",".",".",".","."
"","421
003","35","3.257","31.4","25.7","20.0","14.3","5.7","2.9",".",".",".",".",".",".",".",".",".","."
"","421
004","18","3.139","55.6","5.6","5.6","11.1","11.1","5.6","5.6",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","110","3.305","41.8","19.1","16.4","10.9","9.1","1.8","0.9",".",".",".",".",".",".",".",".","."
"Intro-Combinatrl Optimizatn","425
001","21","3.075","19.0","28.6","14.3","14.3","19.0",".",".",".",".",".",".",".","4.8",".",".","."
"","431
001","23","3.043","43.5","8.7","21.7","8.7",".","13.0","4.3",".",".",".",".",".",".",".",".","."
"","431
002","37","3.284","43.2","18.9","13.5","10.8","8.1","5.4",".",".",".",".",".",".",".",".",".","."
"","431
003","23","2.717","21.7","4.3","34.8","8.7","17.4","8.7","4.3",".",".",".",".",".",".",".",".","."
"","431
004","18","2.889","27.8","11.1","22.2","11.1","16.7","11.1",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","101","3.030","35.6","11.9","21.8","9.9","9.9","8.9","2.0",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","31","3.333","25.8","29.0","29.0","9.7","3.2",".",".",".",".",".",".",".","3.2",".",".","."
"Applied Linear Algebra","443
001","35","3.309","34.3","25.7","14.3","17.1","2.9","2.9",".",".",".",".",".",".","2.9",".",".","."
"Graphs & Networks in Data Sci","444
001","20","3.750","75.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Number Theory","467
001","34","3.167","32.4","17.6","20.6","8.8","14.7","2.9",".",".",".",".",".",".","2.9",".",".","."
"","475
001","17","3.088","23.5","35.3","11.8","17.6",".","11.8",".",".",".",".",".",".",".",".",".","."
"","475
002","18","3.250","44.4","5.6","27.8",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"","475
003","23","3.136","47.8","8.7","17.4",".","8.7","8.7","4.3",".",".",".",".",".","4.3",".",".","."
"Intro-Combinatorics","Course Total","58","3.158","39.7","15.5","19.0","5.2","10.3","6.9","1.7",".",".",".",".",".","1.7",".",".","."
"Numerical Analysis","514
001","18","2.722","27.8","11.1","11.1","11.1","22.2","16.7",".",".",".",".",".",".",".",".",".","."
"","521
001","27","2.900","25.9","18.5","11.1","14.8","14.8",".","7.4","3.7",".",".",".",".","3.7",".",".","."
"","521
002","38","3.105","34.2","21.1","13.2",".","28.9","2.6",".",".",".",".",".",".",".",".",".","."
"","521
003","33","3.136","27.3","15.2","33.3","6.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","521
004","20","3.111","20.0","25.0","20.0","15.0","5.0","5.0",".",".",".",".",".",".","10.0",".",".","."
"Analysis I","Course Total","118","3.070","28.0","19.5","19.5","7.6","18.6","1.7","1.7","0.8",".",".",".",".","2.5",".",".","."
"Analysis II","522
002","32","3.226","40.6","15.6","21.9","9.4","3.1",".","6.3",".",".",".",".",".",".",".",".","3.1"
"Linear Optimization","525
001","29","2.810","31.0","13.8","3.4","10.3","31.0","10.3",".",".",".",".",".",".",".",".",".","."
