"BUS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","322
001","42","3.488","40.5","33.3","16.7","2.4","7.1","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","322
002","44","3.534","40.9","34.1","18.2","4.5","2.3","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Introduction to Databases","Course Total","86","3.512","40.7","33.7","17.4","3.5","4.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Contemporary Topics","365
002","37","3.581","37.8","45.9","10.8","5.4",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","35","3.614","57.1","20.0","14.3","5.7","2.9","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Systems Analysis and Design","424
001","12","3.833","75.0","16.7","8.3",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"234
INFO SYS","Dept. Total","170","3.571","45.9","32.4","14.7","4.1","2.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","13","3.269","15.4","38.5","30.8","15.4",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","50","3.650","52.0","30.0","14.0","4.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","103","3.563","46.6","32.0","13.6","2.9","4.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","166","3.566","45.8","31.9","15.1","4.2","3.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","170","3.571","45.9","32.4","14.7","4.1","2.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
