"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Course Total
Research and Thesis","14","",".",".",".",".",".",".",".","64.3","",".",".","",".","35.7",".",".",".","."
"Dept. Total
230
HDFS","1201","3.774","76.3","11.2","6.2","1.9","1.3","0.7","0.5","1.2","",".",".","",".","0.4","0.2","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","46","3.563","78.3","6.5","6.5","4.3",".",".","4.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","200","3.669","68.5","17.0","8.5","2.0","2.5","1.0","0.5",".","",".",".","",".",".",".",".",".","."
"Junior","488","3.796","78.1","13.1","5.1","1.4","1.2","0.6","0.4",".","",".",".","",".",".",".",".",".","."
"Senior","395","3.801","80.5","7.3","7.3","2.5","1.3","0.8",".","0.3","",".",".","",".",".",".",".",".","."
"Undergraduates","1129","3.770","77.2","11.5","6.6","2.0","1.4","0.7","0.4","0.1","",".",".","",".",".",".",".",".","."
"Special","6","",".",".",".",".",".",".",".","66.7","",".",".","",".",".",".","16.7","16.7","."
"Graduate","64","3.852","65.6","6.3","1.6",".",".",".","1.6","14.1","",".",".","",".","7.8","3.1",".",".","."
"Prof Yr 4","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1201","3.774","76.3","11.2","6.2","1.9","1.3","0.7","0.5","1.2","",".",".","",".","0.4","0.2","0.1","0.1","."
