"","999
045","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
070","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
075","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
097","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","12","3.957","91.7",".","8.3",".",".",".",".",".","",".",".",".",".",".",".",".","."
"692
NURSING","Dept. Total","2315","3.681","50.3","19.6","6.1","2.2","0.9","0.3","0.2","2.0","",".","17.3","0.0","1.0","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.742","64.6","28.3","1.0","5.1",".","1.0",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","33","3.818","69.7","27.3",".","3.0",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","494","3.581","39.9","27.7","7.7","3.6","2.0","0.6",".",".","",".","18.4",".",".",".",".",".","."
"Senior","","1283","3.655","46.2","18.3","6.9","1.9","0.8","0.2",".",".","",".","24.1","0.1","1.6",".",".",".","."
"Undergraduates","","1909","3.643","45.9","21.4","6.7","2.5","1.0","0.3",".",".","",".","21.0","0.1","1.0",".",".",".","."
"Special","","12","3.885","66.7","16.7",".",".",".",".",".",".","",".",".",".",".",".","16.7",".","."
"Graduate","","392","3.837","70.9","11.0","3.3","0.5",".",".","1.0","12.0","",".",".",".","0.8","0.5",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","2315","3.681","50.3","19.6","6.1","2.2","0.9","0.3","0.2","2.0","",".","17.3","0.0","1.0","0.1","0.1",".","."
