"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
009","21","3.810","71.4","19.0","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","20","3.700","60.0","30.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
011","22","3.659","68.2","9.1","13.6","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","226
012","23","3.543","39.1","39.1","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","226
013","23","3.630","43.5","39.1","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
015","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","24","3.917","95.8",".",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","308","3.753","68.2","19.8","8.4","1.6","1.9",".",".",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","10","3.550","50.0","30.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","311
002","17","3.853","82.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","21","3.690","66.7","9.5","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","18","3.806","77.8","5.6","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","19","3.667","52.6","21.1","21.1",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","311
008","19","3.861","68.4","26.3",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","311
009","18","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","122","3.792","71.3","13.9","12.3","0.8",".",".",".",".",".",".",".",".","1.6",".",".","."
"","319
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","19","3.789","78.9","10.5","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","31","3.871","87.1","6.5","3.2",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","320
001","24","3.521","45.8","16.7","33.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","24","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","23","3.739","69.6","17.4","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","47","3.809","76.6","12.8","8.5",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"","326
001","24","3.583","66.7","8.3","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","326
002","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","35","3.614","62.9","14.3","11.4","5.7","5.7",".",".",".",".",".",".",".",".",".",".","."
"","329
001","21","3.786","76.2","9.5","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","329
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish for Business","Course Total","37","3.878","86.5","5.4","5.4","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","361
001","22","3.886","86.4","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","20","3.675","85.0","5.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Spanish in the United States","430
001","26","3.558","42.3","34.6","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Culture and the Environment","445
001","19","3.184","42.1","10.5","21.1","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Linguistics","446
001","23","3.614","47.8","30.4","13.0",".","4.3",".",".",".",".",".",".",".","4.3",".",".","."
"Literatura Hispanoamericana","460
001","23","3.543","60.9","8.7","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","468
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
002","21","3.571","57.1","9.5","23.8","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","468
003","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Hispanic Culture","Course Total","70","3.864","85.7","4.3","7.1","2.9",".",".",".",".",".",".",".",".",".",".",".","."
