"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
055","16","3.594","50.0","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
056","19","3.211","42.1","21.1","15.8",".","15.8",".","5.3",".",".",".",".",".",".",".",".","."
"","100
057","17","3.029","23.5","29.4","17.6","11.8","5.9","11.8",".",".",".",".",".",".",".",".",".","."
"","100
058","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
060","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
061","18","3.750","66.7","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
064","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
066","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
068","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
072","18","3.806","83.3","5.6","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
073","19","3.711","57.9","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
074","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
075","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
076","19","3.868","84.2","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
077","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
078","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
079","17","3.882","94.1",".",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","100
080","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
082","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
086","19","3.842","84.2","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
087","19","3.053","42.1","15.8","15.8","5.3","5.3","10.5","5.3",".",".",".",".",".",".",".",".","."
"","100
088","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
089","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
090","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
091","13","3.692","69.2","7.7","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
092","10","3.400","50.0","20.0","10.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","100
093","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
098","6","3.500","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
099","9","3.750","77.8",".",".",".","11.1",".",".","11.1",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","1280","3.837","83.9","9.1","3.1","1.1","1.3","0.9","0.5","0.1",".",".",".",".","0.2",".",".","."
"Intro-Theatre & Dramatic Lit","120
001","259","3.844","84.2","8.5","3.1","1.5","0.4","1.2","0.4","0.4",".",".",".",".",".",".","0.4","."
"Comm B Topics in English Lit","140
001","168","3.711","73.2","8.3","8.9","6.0","1.2","0.6","0.6",".",".",".",".",".","1.2",".",".","."
"","144
001","171","3.863","83.0","12.9","1.8","0.6","1.2",".","0.6",".",".",".",".",".",".",".",".","."
"","144
002","21","3.905","90.5","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Women's Writing","Course Total","192","3.867","83.9","12.0","1.6","1.0","1.0",".","0.5",".",".",".",".",".",".",".",".","."
"Lit & Culture of Asian America","150
001","86","3.750","72.1","16.3","5.8","3.5","1.2","1.2",".",".",".",".",".",".",".",".",".","."
"Myth and Literature","155
001","23","3.826","87.0",".","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Literature and Medicine","156
002","30","3.783","80.0","16.7",".",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"British and American Writers","167
001","30","3.383","30.0","23.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Literatures of Native America","172
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
001","24","3.542","37.5","45.8","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","173
002","16","3.688","87.5",".","6.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 236 of 469",""
