"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","","",""
"Intro Theatre-Cultrl&Soc Aware","357
001","19","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"","360
102","22","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"","360
121","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Performance in Practice","Course Total","25","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Backstage Laboratory II","361
001","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Stage Lighting I","366
001","8","3.940","87.5","12.5",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Script Analysis","367
001","25","3.523","44.0","28.0","4.0",".","12.0",".",".",".","",".","",".",".","",".","","12.0",".",".","."
"Set Design I","372
001","9","3.889","77.8","22.2",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Intro to Stage Management","379
001","5","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Acting for the Camera","451
001","11","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Costume Technology Topics","464
001","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Scenic Painting","472
002","19","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Business of Acting","501
001","15","2.700","33.3",".","13.3","20.0","20.0","6.7","6.7",".","",".","",".",".","",".","",".",".",".","."
"Backstage Laboratory III","561
001","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Specl Topics-Theatre&Drama","619
001","8","4.000","87.5",".",".",".",".",".",".",".","",".","",".",".","",".","",".","12.5",".","."
"942
THEATRE","Dept. Total","878","3.761","80.0","6.8","5.8","2.1","2.4","0.8","0.8","",".","",".",".","",".","",".","0.9","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","134","3.732","76.1","7.5","9.0","3.0","1.5","1.5",".","",".","",".",".","",".","",".","0.7","0.7",".","."
"Sophomore","","221","3.765","80.1","6.8","5.4","1.8","3.2","0.5","1.4","",".","",".",".","",".","",".","0.5","0.5",".","."
"Junior","","217","3.775","78.3","8.8","6.9","1.4","2.3","0.9",".","",".","",".",".","",".","",".","1.4",".",".","."
"Senior","","283","3.817","84.8","5.7","3.9","2.1","1.8","0.7","0.4","",".","",".",".","",".","",".","0.7",".",".","."
"Undergraduates","","855","3.779","80.6","7.0","5.8","2.0","2.2","0.8","0.5","",".","",".",".","",".","",".","0.8","0.2",".","."
"Special","","16","2.629","43.8",".","6.3","6.3","6.3",".","18.8","",".","",".",".","",".","",".","6.3","6.3","6.3","."
"Graduate","","7","3.684","85.7",".",".",".","14.3",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","878","3.761","80.0","6.8","5.8","2.1","2.4","0.8","0.8","",".","",".",".","",".","",".","0.9","0.3","0.1","."
