"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","302
002","42","3.190","26.2","11.9","40.5","16.7","4.8",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","82","3.238","24.4","17.1","42.7","13.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","310
001","45","3.709","53.3","33.3","4.4","4.4",".",".",".",".",".",".",".",".","4.4",".",".","."
"","340
001","38","3.329","26.3","15.8","55.3","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","340
002","39","3.359","33.3","10.3","51.3","5.1",".",".",".",".",".",".",".",".",".",".",".","."
"","340
003","40","3.238","17.5","27.5","45.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Accounting Information Systems","Course Total","117","3.308","25.6","17.9","50.4","4.3","1.7",".",".",".",".",".",".",".",".",".",".","."
"","406
001","33","3.424","45.5","12.1","27.3","12.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"","406
002","34","3.412","26.5","29.4","44.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting and Analysis Report","Course Total","67","3.418","35.8","20.9","35.8","6.0","1.5",".",".",".",".",".",".",".",".",".",".","."
"","603
001","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","603
002","25","3.740","60.0","28.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","603
003","24","3.646","37.5","54.2","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Statement Analysis","Course Total","66","3.720","53.0","37.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
001","38","3.053","7.9","26.3","36.8","26.3","2.6",".",".",".",".",".",".",".",".",".",".","."
"","620
002","41","3.366","24.4","36.6","29.3","7.3","2.4",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Taxation","Course Total","79","3.215","16.5","31.6","32.9","16.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"","621
001","32","3.141","15.6","15.6","50.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","621
002","28","3.214","21.4","32.1","21.4","17.9","7.1",".",".",".",".",".",".",".",".",".",".","."
"Corporate & Advanced Taxation","Course Total","60","3.175","18.3","23.3","36.7","18.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","630
001","31","3.871","80.6","12.9","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","30","3.483","46.7","13.3","33.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","630
003","24","3.729","66.7","12.5","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Auditing","Course Total","85","3.694","64.7","12.9","20.0","1.2","1.2",".",".",".",".",".",".",".",".",".",".","."
"","640
001","34","3.897","91.2","2.9",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","640
002","29","3.931","86.2","13.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","640
003","18","3.861","83.3","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Foundation-Accting Analytics","Course Total","81","3.901","87.7","8.6",".","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","700
020","35","3.529","34.3","40.0","22.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","700
021","36","3.486","22.2","55.6","19.4","2.8",".",".",".",".",".",".",".",".",".",".",".","."
"","700
050","56","3.768","57.1","39.3","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
051","37","3.595","40.5","37.8","21.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Accounting","Course Total","164","3.616","40.9","42.7","15.2","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"","701
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","4","***","","","","","","","","","","","","","","","",""
"","702
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","702
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","3","***","","","","","","","","","","","","","","","",""
"","706
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","706
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Financial Reporting","Course Total","2","***","","","","","","","","","","","","","","","",""
"February 06, 2024","","","","","","","","","","","","","","","","","","","Page 51 of 469"
