"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","532
002","15","3.667","60.0","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","532
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mtrx Mthds in Machine Learning","Course Total","112","3.536","47.3","25.9","14.3","8.9","2.7",".",".",".",".",".",".",".","0.9",".",".","."
"Image Processing","533
001","10","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","537
001","149","3.205","32.2","24.8","23.5","5.4","9.4","2.0","2.7",".",".",".",".",".",".",".",".","."
"","537
002","168","3.250","39.9","23.8","17.3","6.0","6.0","3.6","3.6",".",".",".",".",".",".",".",".","."
"","537
010","23","3.630","47.8","39.1","4.3","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","340","3.256","37.1","25.3","19.1","5.9","7.1","2.6","2.9",".",".",".",".",".",".",".",".","."
"Thry & Desgn-Progrmg Langs","538
001","78","3.051","28.2","19.2","26.9","3.8","16.7","1.3","3.8",".",".",".",".",".",".",".",".","."
"","539
001","31","2.952","16.1","25.8","22.6","29.0",".",".","6.5",".",".",".",".",".",".",".",".","."
"","539
002","40","3.550","32.5","45.0","22.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrks","Course Total","71","3.289","25.4","36.6","22.5","12.7",".",".","2.8",".",".",".",".",".",".",".",".","."
"","540
001","178","3.435","38.2","31.5","18.5","7.3","2.8","1.1","0.6",".",".",".",".",".",".",".",".","."
"","540
002","187","3.508","41.2","31.0","21.4","3.7","1.1",".","1.1","0.5",".",".",".",".",".",".",".","."
"","540
003","174","3.279","30.5","25.3","29.3","6.9","2.9","2.9","1.1",".",".",".",".",".","1.1",".",".","."
"Intro-Artificl Intelligence","Course Total","539","3.410","36.7","29.3","23.0","5.9","2.2","1.3","0.9","0.2",".",".",".",".","0.4",".",".","."
"","542
001","78","3.766","78.2","3.8","10.3","3.8","2.6",".",".",".",".",".",".",".",".","1.3",".","."
"","542
002","61","3.303","44.3","21.3","13.1","6.6","8.2","6.6",".",".",".",".",".",".",".",".",".","."
"Intro to Software Security","Course Total","139","3.562","63.3","11.5","11.5","5.0","5.0","2.9",".",".",".",".",".",".",".","0.7",".","."
"","544
001","153","3.438","42.5","21.6","24.8","8.5","0.7","1.3","0.7",".",".",".",".",".",".",".",".","."
"","544
002","207","3.572","48.3","26.6","19.3","3.9","1.4","0.5",".",".",".",".",".",".",".",".",".","."
"Intro Big Data Systems","Course Total","360","3.515","45.8","24.4","21.7","5.8","1.1","0.8","0.3",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","552
001","14","3.423","64.3",".",".","21.4",".","7.1",".",".",".",".",".",".",".","7.1",".","."
"Computer Graphics","559
001","125","3.360","30.4","25.6","34.4","8.0","0.8",".","0.8",".",".",".",".",".",".",".",".","."
"Prob& InfoTheory in Mach Learn","561
001","30","3.383","36.7","23.3","30.0","6.7",".","3.3",".",".",".",".",".",".",".",".",".","."
"Database Mgt Systems","564
001","185","3.849","81.1","12.4","4.3","1.6",".",".","0.5",".",".",".",".",".",".",".",".","."
"","571
001","196","3.686","60.7","21.4","14.8","1.5","1.0","0.5",".",".",".",".",".",".",".",".",".","."
"","571
002","147","3.685","66.0","17.0","10.2","2.0","2.7","1.4",".","0.7",".",".",".",".",".",".",".","."
"Building User Interfaces","Course Total","343","3.686","63.0","19.5","12.8","1.7","1.7","0.9",".","0.3",".",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","34","3.417","44.1","20.6","8.8","5.9","2.9","5.9",".","8.8",".",".",".",".",".",".",".","2.9"
"","577
001","212","2.890","27.8","17.5","16.5","13.7","9.4","11.3","2.8",".",".",".",".",".","0.9",".",".","."
"","577
002","223","2.995","30.5","14.3","21.1","12.6","11.7","8.1","1.3",".",".",".",".",".","0.4",".",".","."
"","577
003","27","3.315","51.9",".","14.8","25.9","7.4",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Algorithms","Course Total","462","2.966","30.5","14.9","18.6","13.9","10.4","9.1","1.9",".",".",".",".",".","0.6",".",".","."
"","638
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","638
003","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
004","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
005","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","Course Total","52","3.942","94.2","3.8",".",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"UG Elective Topic in Computing","639
004","95","3.816","73.7","20.0","3.2","2.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2024","","","","","","","","","","","","","","","","","","Page 222 of 469",""
