"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","990
165","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","46","",".",".",".",".",".",".",".","95.7",".",".",".","4.3",".",".",".","."
"266
COMP SCI","Dept. Total","10477","3.424","45.4","19.3","17.5","6.3","3.6","1.8","0.9","3.2","0.0","1.0","0.0","0.2","0.6","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","722","3.428","49.2","21.2","16.1","5.0","3.6","2.1","1.5",".",".","1.0",".",".","0.3","0.1",".","."
"Sophomore","","2024","3.406","43.9","20.2","20.5","6.9","4.0","1.5","0.7","0.1",".","0.9",".",".","1.1","0.1",".","."
"Junior","","2623","3.335","38.1","21.0","22.4","8.3","4.5","2.7","0.6","0.0",".","1.3","0.1","0.0","1.0",".",".","."
"Senior","","3418","3.389","45.3","20.5","17.8","6.8","4.1","2.0","1.4","0.1",".","1.3","0.1","0.4","0.2","0.1","0.0","."
"Undergraduates","","8787","3.380","43.1","20.6","19.6","7.1","4.1","2.1","1.0","0.1",".","1.2","0.1","0.2","0.6","0.1","0.0","."
"Special","","198","3.580","54.0","19.2","16.7","3.0","2.0","1.0","0.5","1.5","0.5","0.5",".",".","0.5",".","0.5","."
"Graduate","","1494","3.760","57.4","11.6","5.0","1.9","0.7","0.3","0.3","21.7",".",".",".","0.1","0.4","0.3","0.3","0.1"
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","10480","3.424","45.4","19.3","17.5","6.3","3.6","1.8","0.9","3.2","0.0","1.0","0.0","0.2","0.6","0.1","0.1","0.0"
