"","999
064","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
076","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","999
096","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"360
ENVIR ST","Dept. Total","2016","3.622","56.6","17.0","12.3","2.2","1.8","0.5","0.9","2.3","0.0","4.6","",".","0.7","0.4","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","247","3.490","44.1","25.9","22.7","4.5","1.6","0.4","0.8",".",".",".","",".",".",".",".",".","."
"Sophomore","","363","3.517","53.2","24.2","15.7","1.7","2.2","0.8","2.2",".",".",".","",".",".",".",".",".","."
"Junior","","388","3.592","59.5","17.8","15.2","2.1","3.4","0.3","1.0",".",".","0.8","",".",".",".",".",".","."
"Senior","","675","3.683","66.7","14.2","9.8","2.7","1.6","0.7","0.6",".",".","2.8","",".",".","0.9",".",".","."
"Undergraduates","","1673","3.596","58.8","18.9","14.2","2.6","2.2","0.6","1.1",".",".","1.3","",".",".","0.4",".",".","."
"Special","","32","3.615","31.3","3.1","3.1","3.1","3.1",".",".","25.0",".",".","",".",".",".","9.4","21.9","."
"Graduate","","309","3.882","48.2","8.1","2.3",".",".",".",".","12.6","0.3","22.3","",".","4.5","1.0",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","50.0","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","50.0","",".",".",".",".",".","."
"","Dept. Total","2016","3.622","56.6","17.0","12.3","2.2","1.8","0.5","0.9","2.3","0.0","4.6","",".","0.7","0.4","0.1","0.3","."
