"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7526","3.788","36.8","8.0","2.8","0.4","0.3","0.1","0.0","42.1","0.0","6.6","",".","1.2","0.2","0.0","0.8","0.5"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.316","37.5","16.7","29.2","12.5","4.2",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","82","3.774","74.4","15.9","7.3","1.2","1.2",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","291","3.849","84.5","7.2","6.2","0.7","0.7","0.3",".",".",".",".","",".",".",".",".","0.3","."
"Senior","","609","3.800","81.1","7.4","6.1","1.5","2.1","0.5",".","0.2",".",".","",".","0.3",".","0.2","0.7","."
"Undergraduates","","1006","3.799","80.5","8.3","6.8","1.5","1.7","0.4",".","0.1",".",".","",".","0.2",".","0.1","0.5","."
"Special","","104","3.887","62.5","1.9","2.9","1.9",".",".",".","3.8",".",".","",".",".",".",".","26.9","."
"Graduate","","2015","3.819","52.0","9.2","3.8","0.3","0.3","0.1",".","24.7",".","3.9","",".","4.2","0.1",".","1.3","."
"Prof Yr 1","","1191","3.687","29.7","16.0","3.9","0.6","0.1",".",".","30.7","0.2","17.9","",".",".",".",".",".","1.0"
"Prof Yr 2","","809","3.753","27.6","9.9","1.4",".","0.1",".","0.1","46.1",".","14.2","",".",".","0.5",".",".","0.1"
"Prof Yr 3","","497","4.000","4.8",".",".",".",".",".",".","73.2",".","16.1","",".",".","0.8",".",".","4.4"
"Prof Yr 4","","1954","3.854","15.3","3.0","0.5","0.1",".","0.1",".","80.0",".","0.7","",".",".","0.3",".",".","0.1"
"Professionals","","4451","3.753","20.2","7.4","1.5","0.2","0.0","0.0","0.0","59.9","0.0","9.5","",".",".","0.3",".",".","0.8"
"","College Total","7576","3.788","37.3","7.9","2.8","0.4","0.3","0.1","0.0","41.8","0.0","6.6","",".","1.1","0.2","0.0","0.8","0.5"
