"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","",""
"ENGR PROFESSIONAL DEVELO Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","",""
"","275","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","002","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".",".","5.9",".","."
"","275","003","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","004","","18","3.778","72.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","275","005","","14","3.607","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","006","","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Presentations","","Course Total","","97","3.859","77.3","16.5","4.1","1.0",".",".",".",".",".",".",".",".",".","1.0",".","."
"Engr Analysis Decision Making","610","001","","28","3.946","89.3","10.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Economics & Management","611","001","","35","3.357","14.3","51.4","25.7","8.6",".",".",".",".",".",".",".",".",".",".",".","."
"Technical Project Management","612","001","","27","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intl Engr Strategies&Practices","613","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mktg for Tech Professionals","614","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Law","616","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Communicating Technical Info","617","001","","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foster and Lead Innovation","619","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrified Powertrain Systems","620","001","","21","3.950","85.7","9.5",".",".",".",".",".",".",".",".",".",".",".","4.8",".","."
"Batteries for xEVs","621","001","","17","4.000","94.1",".",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Engine Design II","623","001","","12","3.375","41.7","41.7","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Engine Modeling Seminar","627","001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Polymers","636","001","","17","3.529","41.2","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Core Comp of Sustainability","660","003","","15","3.538","46.7","13.3","20.0",".","6.7",".",".",".",".",".",".",".","13.3",".",".","."
"Supply Chain Management","678","003","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Organizational Communication","704","002","","25","3.660","64.0","28.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"Ethics for Professionals","712","001","","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Energy Efficiency in Buildings","731","001","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
