"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","15308","3.490","48.0","19.3","13.9","5.5","3.4","1.2","0.4","5.8","0.0","1.1","",".","1.0","0.3","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","421","3.610","64.4","18.3","9.3","3.1","1.4","1.9","1.2",".",".",".","",".",".",".","0.5",".","."
"Sophomore","","1664","3.341","52.2","15.9","14.2","8.1","5.6","2.8","0.5","0.1",".",".","",".",".","0.4","0.2","0.1","."
"Junior","","3032","3.338","44.7","21.6","17.5","8.4","5.1","1.8","0.6",".",".","0.1","",".",".","0.1","0.1",".","."
"Senior","","6612","3.509","51.2","21.9","15.7","5.6","3.4","1.0","0.4","0.1",".","0.5","",".",".","0.2","0.0","0.0","0.0"
"Undergraduates","","11729","3.448","50.1","20.8","15.7","6.6","4.1","1.5","0.5","0.1",".","0.3","",".",".","0.2","0.1","0.0","0.0"
"Special","","232","3.396","51.3","13.4","13.8","7.3","6.0","0.4","2.6","2.2",".","0.4","",".",".","0.9","0.4","1.3","."
"Graduate","","3727","3.703","43.4","12.7","6.5","1.6","0.8","0.2","0.1","25.9","0.1","3.6","",".","4.2","0.6","0.0","0.1","."
"Prof Yr 3","","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".","",".",".",".",".",".","."
"Professionals","","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".","",".",".",".",".",".","."
"","College Total","15694","3.490","48.5","18.8","13.5","5.4","3.4","1.2","0.4","6.3","0.0","1.1","",".","1.0","0.3","0.1","0.1","0.0"
