"","990
035","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
036","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"Independent Research","999
010","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"120
LSC","Dept. Total","1309","3.667","71.6","12.6","5.7","3.2","3.4","1.2","1.5","0.6","",".",".","",".","",".","0.1","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
LSC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","320","3.506","63.1","14.4","7.8","4.7","4.7","2.2","2.8",".","",".",".","",".","",".","0.3",".",".","."
"Sophomore","","253","3.621","68.8","13.4","5.5","5.1","4.0","1.2","1.6",".","",".",".","",".","",".",".","0.4",".","."
"Junior","","265","3.687","71.7","14.3","5.3","3.0","3.4","1.5","0.8",".","",".",".","",".","",".",".",".",".","."
"Senior","","382","3.779","79.6","9.2","5.5","1.6","2.4","0.5","0.8",".","",".",".","",".","",".",".","0.5",".","."
"Undergraduates","","1220","3.655","71.3","12.5","6.1","3.4","3.5","1.3","1.5",".","",".",".","",".","",".","0.1","0.2",".","."
"Special","","6","2.000","16.7",".",".",".","16.7",".","16.7","50.0","",".",".","",".","",".",".",".",".","."
"Graduate","","83","3.923","79.5","14.5",".",".",".",".",".","6.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1309","3.667","71.6","12.6","5.7","3.2","3.4","1.2","1.5","0.6","",".",".","",".","",".","0.1","0.2",".","."
