"TERM : 1242","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar",""
"Fall 2023-2024","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","Section
#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Interventional Radiology","Course Total
7","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".  
."
"Screening in Radiology","928
006
4","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".   
."
"832
RADIOL","Dept. Total
106","4.000","","0.9","",".","",".",".","",".","",".","",".","99.1","",".",".","",".","",".","",".",".",".  
."
"Summary by Level","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Undergraduates","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Prof Yr 3","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Prof Yr 4","104","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".  
."
"Professionals","105","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".  
."
"","Dept. Total
106","4.000","","0.9","",".","",".",".","",".","",".","",".","99.1","",".",".","",".","",".","",".",".",".  
."
"February 06, 2024","","","","","","","","","","","","","","","","","","","","","","","","","","","Page 435 of 469"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"** Please note: The Law School uses a non-standard grade scale. Some of these grades cannot be mapped to our standard A/B, BC grading scale and are therefore excluded from this","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"report..","","","","","","","","","","","","","","","","","","","","","","","","","","",""
