"","990
187","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
188","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
200","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","63","",".",".",".",".","",".","",".","",".","84.1","",".",".","",".","14.3","",".",".","1.6","."
"704
PATH","Dept. Total","379","3.838","16.4","1.6","1.6","0.3","",".","",".","",".","59.9","",".","17.4","",".","2.4","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","9","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","27","3.890","88.9","3.7","7.4",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","203","3.826","42.4","2.5","1.5","0.5","",".","",".","",".","23.6","",".","24.1","",".","4.4","",".",".","1.0","."
"Prof Yr 2","","13","",".",".",".",".","",".","",".","",".",".","",".","100.0","",".",".","",".",".",".","."
"Prof Yr 3","","8","#Num!","12.5",".",".",".","",".","",".","",".","50.0","",".","37.5","",".",".","",".",".",".","."
"Prof Yr 4","","177","3.000",".",".","0.6",".","",".","",".","",".","98.9","",".","0.6","",".",".","",".",".",".","."
"Professionals","","198","3.000","0.5",".","0.5",".","",".","",".","",".","90.4","",".","8.6","",".",".","",".",".",".","."
"","Dept. Total","429","3.838","26.1","1.4","1.4","0.2","",".","",".","",".","52.9","",".","15.4","",".","2.1","",".",".","0.5","."
