"","999
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
046","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","11","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"252
CS&D","Dept. Total","1214","3.705","71.9","13.2","6.8","3.0","1.8","1.1","0.7","0.7","",".",".","",".","0.7","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.300","38.3","30.0","10.0","10.0","5.0","6.7",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","148","3.509","58.1","14.9","15.5","4.7","4.1","1.4","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","","275","3.564","64.7","14.2","10.5","4.4","2.9","1.5","1.8",".","",".",".","",".",".",".",".",".","."
"Senior","","297","3.680","66.3","17.8","7.1","3.7","1.7","1.0","0.3",".","",".",".","",".","2.0",".",".",".","."
"Undergraduates","","780","3.573","62.1","16.9","10.1","4.6","2.8","1.7","1.0",".","",".",".","",".","0.8",".",".",".","."
"Special","","36","3.875","80.6","13.9","5.6",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","223","3.973","88.8","4.9",".",".",".",".",".","3.6","",".",".","",".","0.9","1.8",".",".","."
"Prof Yr 1","","72","3.927","87.5","12.5",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","49","3.984","98.0","2.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","54","3.958","94.4","3.7","1.9",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","175","3.953","92.6","6.9","0.6",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1214","3.705","71.9","13.2","6.8","3.0","1.8","1.1","0.7","0.7","",".",".","",".","0.7","0.3",".",".","."
