"","765
006","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Contemporary Topics","Course Total","40","3.759","77.5","15.0","2.5","5.0",".",".",".",".","",".",".","",".",".",".",".",".","."
"Rdg & Rsch-Urban Land Econ","799
142","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Real Estate","990
142","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"REAL EST
239","Dept. Total","450","3.388","36.7","28.9","19.8","7.8","4.0","0.7","0.4","0.9","",".",".","",".","0.2","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","23","3.130","8.7","30.4","43.5","13.0","4.3",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","86","3.161","27.9","20.9","27.9","14.0","7.0",".","2.3",".","",".",".","",".",".",".",".",".","."
"Senior","","198","3.383","34.8","31.3","17.7","7.1","4.5","1.5",".","1.5","",".",".","",".",".","1.5",".",".","."
"Undergraduates","","307","3.299","30.9","28.3","22.5","9.4","5.2","1.0","0.7","1.0","",".",".","",".",".","1.0",".",".","."
"Special","","7","3.417","28.6","28.6","14.3","14.3",".",".",".","14.3","",".",".","",".",".",".",".",".","."
"Graduate","","132","3.598","50.8","29.5","13.6","3.8","1.5",".",".",".","",".",".","",".","0.8",".",".",".","."
"Prof Yr 3","","4","3.500","25.0","50.0","25.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","4","3.500","25.0","50.0","25.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","450","3.388","36.7","28.9","19.8","7.8","4.0","0.7","0.4","0.9","",".",".","",".","0.2","0.7",".",".","."
