"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10867","3.741","63.2","13.9","6.6","1.9","1.3","0.5","0.4","5.6","0.1","4.0","0.0","1.0","1.2","0.1","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","590","3.449","55.6","20.8","10.5","5.3","3.1","2.0","1.2","0.7","0.3",".",".",".","0.5",".",".","."
"Sophomore","","1340","3.588","60.3","19.5","10.4","4.3","3.1","0.5","0.5","1.0",".",".",".",".","0.3",".","0.1","."
"Junior","","1693","3.620","58.7","21.5","9.9","2.5","1.8","1.1","0.8","0.9",".","2.2",".",".","0.6",".",".","."
"Senior","","4074","3.759","63.6","13.4","6.9","1.6","1.2","0.2","0.2","4.0","0.0","7.9",".",".","0.7","0.1","0.1","."
"Undergraduates","","7697","3.678","61.3","16.8","8.5","2.5","1.8","0.6","0.5","2.5","0.0","4.7",".",".","0.6","0.0","0.1","."
"Special","","388","3.842","61.3","6.4","5.2","0.5","0.8","0.5","1.0","17.3",".","3.6","0.3",".","1.3","0.8","1.0","."
"Graduate","","2763","3.921","68.4","6.8","1.7","0.1","0.1","0.0","0.0","12.5","0.1","2.5","0.0","3.9","2.9","0.1","0.5","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","22","3.952","72.7","4.5","4.5",".",".",".",".","13.6",".",".",".",".","4.5",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","27","3.959","77.8","3.7","3.7",".",".",".",".","11.1",".",".",".",".","3.7",".",".","."
"","College Total","10875","3.741","63.2","13.8","6.6","1.9","1.3","0.5","0.4","5.6","0.1","4.1","0.0","1.0","1.2","0.1","0.2","."
