"","999
020","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
021","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
022","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","26","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"L I S
544","Dept. Total","750","3.738","67.6","20.4","5.7","2.1","1.3","0.5","0.5","1.2","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.393","35.7","28.6","21.4","7.1","7.1",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","68","3.581","60.3","19.1","7.4","8.8","2.9",".","1.5",".","",".",".","",".","",".",".",".",".","."
"Junior","","60","3.585","53.3","31.7","5.0",".","5.0","3.3",".",".","",".",".","",".","",".","1.7",".",".","."
"Senior","","49","3.438","51.0","16.3","12.2","8.2","8.2","2.0",".","2.0","",".",".","",".","",".",".",".",".","."
"Undergraduates","","191","3.532","53.9","23.0","8.9","5.8","5.2","1.6","0.5","0.5","",".",".","",".","",".","0.5",".",".","."
"Special","","22","3.656","45.5","36.4","13.6",".",".",".",".","4.5","",".",".","",".","",".",".",".",".","."
"Graduate","","537","3.816","73.4","18.8","4.3","0.9",".","0.2","0.6","1.3","",".",".","",".","",".","0.6",".",".","."
"","Dept. Total","750","3.738","67.6","20.4","5.7","2.1","1.3","0.5","0.5","1.2","",".",".","",".","",".","0.5",".",".","."
