"Leadership and Ethics","302
001","13","3.654","61.5","15.4","15.4","7.7","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 3B","311
001","12","4.000","100.0",".",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Officership","402
001","17","4.000","100.0",".",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 4B","411
001","10","4.000","100.0",".",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"MIL SCI
644","Dept. Total","193","3.921","93.8","2.1","3.1","0.5","",".","",".","0.5","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.855","89.8","4.1","4.1",".","",".","",".","2.0","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","67","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.878","93.3",".","3.3","3.3","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","40","3.915","90.0","2.5","7.5",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","186","3.921","94.1","1.6","3.2","0.5","",".","",".","0.5","",".","",".",".","",".","",".","",".",".",".","."
"Special","","6","3.917","83.3","16.7",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","193","3.921","93.8","2.1","3.1","0.5","",".","",".","0.5","",".","",".",".","",".","",".","",".",".",".","."
