"","699
002","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","699
003","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","699
004","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"INTL ST
504","Dept. Total","331","3.392","41.4","11.5","13.9","4.5","2.7","0.9","0.6","0.3","",".","21.8","1.2","",".","0.6","0.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.270","28.1","12.5","15.6","9.4","3.1",".",".",".","",".","18.8","9.4","",".",".","3.1",".","."
"Sophomore","","91","3.190","28.6","13.2","19.8","1.1","5.5","2.2","1.1",".","",".","28.6",".","",".",".",".",".","."
"Junior","","78","3.210","28.2","10.3","7.7","11.5","1.3","1.3","1.3",".","",".","34.6","1.3","",".","1.3",".","1.3","."
"Senior","","105","3.669","57.1","13.3","14.3","1.0","1.9",".",".","1.0","",".","10.5",".","",".","1.0",".",".","."
"Undergraduates","","306","3.380","38.2","12.4","14.4","4.6","2.9","1.0","0.7","0.3","",".","22.9","1.3","",".","0.7","0.3","0.3","."
"Special","","22","3.536","77.3",".","9.1","4.5",".",".",".",".","",".","9.1",".","",".",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","Dept. Total","331","3.392","41.4","11.5","13.9","4.5","2.7","0.9","0.6","0.3","",".","21.8","1.2","",".","0.6","0.3","0.3","."
