"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10413","3.359","36.6","23.8","24.2","6.5","6.0","1.0","0.3","0.6","0.1","0.3",".","0.2","0.3",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.307","62.5","12.5","12.5",".","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"Sophomore","","843","3.102","24.4","18.1","33.0","12.1","10.4","1.4","0.1",".",".","0.2",".",".","0.1",".",".","."
"Junior","","2530","3.169","28.3","19.5","30.9","8.7","10.0","1.6","0.6","0.1","0.1","0.2",".",".","0.1",".",".","."
"Senior","","4255","3.335","34.0","23.8","25.7","7.4","6.3","1.3","0.3","0.8","0.1","0.3",".",".","0.2",".",".","."
"Undergraduates","","7652","3.256","31.2","21.7","28.2","8.3","7.9","1.4","0.4","0.4","0.1","0.2",".",".","0.1",".",".","."
"Special","","155","3.260","36.1","18.7","25.2","6.5","4.5",".","3.9","1.9",".",".",".",".","0.6",".","2.6","."
"Graduate","","2582","3.692","52.5","30.6","12.4","1.3","0.3",".",".","0.9",".","0.4",".","0.8","0.7",".","0.2","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","20","3.573","45.0","25.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","3.500","66.7",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","24","3.582","50.0","20.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","10413","3.359","36.6","23.8","24.2","6.5","6.0","1.0","0.3","0.6","0.1","0.3",".","0.2","0.3",".","0.1","."
