"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","15","2.929","20.0","13.3","33.3",".","20.0","6.7",".","6.7",".",".",".",".",".",".",".","."
"","102
002","17","2.735","11.8","29.4","23.5","11.8","11.8",".","11.8",".",".",".",".",".",".",".",".","."
"","003
102","19","2.972","21.1","21.1","26.3","5.3","10.5","10.5",".",".","5.3",".",".",".",".",".",".","."
"","102
004","20","3.275","35.0","25.0","20.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","102
005","22","2.864","18.2","22.7","22.7","4.5","22.7","9.1",".",".",".",".",".",".",".",".",".","."
"","102
006","20","3.184","20.0","30.0","25.0","5.0","15.0",".",".","5.0",".",".",".",".",".",".",".","."
"","102
007","22","3.273","27.3","31.8","27.3","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","102
008","21","3.190","38.1","19.0","19.0",".","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","102
009","22","3.432","40.9","27.3","18.2","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","102
010","22","3.659","59.1","22.7","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
011","17","3.382","23.5","41.2","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","102
012","15","3.133","13.3","33.3","33.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","102
013","18","2.853","22.2","16.7","22.2",".","22.2","11.1",".","5.6",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","250","3.163","28.0","25.6","23.6","4.0","12.4","4.0","0.8","1.2","0.4",".",".",".",".",".",".","."
"","203
001","12","3.583","58.3","16.7","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","002
203","7","3.500","28.6","57.1",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","16","3.094","6.3","31.3","43.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","14","3.143","14.3","14.3","64.3",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","203
005","14","3.179","14.3","57.1","14.3","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"","203
006","24","3.188","25.0","25.0","29.2","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","203
007","23","3.239","17.4","30.4","34.8","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"","008
203","24","3.500","29.2","45.8","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
009","21","2.775","9.5",".","47.6","14.3","23.8",".",".","4.8",".",".",".",".",".",".",".","."
"","203
010","24","3.333","33.3","20.8","33.3","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
011","24","3.375","45.8","8.3","29.2","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
012","20","3.575","35.0","45.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
203","24","2.979","20.8","25.0","33.3","4.2","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"","203
014","22","3.455","36.4","22.7","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
015","22","3.523","31.8","40.9","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","23","3.130","17.4","26.1","39.1","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","203
017","14","3.423","42.9","21.4","14.3",".","14.3",".",".","7.1",".",".",".",".",".",".",".","."
"","018
203","15","2.857",".","13.3","53.3","13.3","13.3",".",".","6.7",".",".",".",".",".",".",".","."
"","203
019","20","2.600","15.0","15.0","20.0","15.0","20.0","10.0","5.0",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","363","3.228","25.3","26.2","31.4","7.4","6.6","1.1","1.1","0.8",".",".",".",".",".",".",".","."
"","204
001","17","2.938","17.6","23.5","23.5","11.8","11.8",".","5.9","5.9",".",".",".",".",".",".",".","."
"","204
002","11","3.500","36.4","27.3","18.2","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"","204
003","17","3.324","41.2","17.6","23.5",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"","204
004","14","3.500","57.1","7.1","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","8","3.375","37.5","25.0","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","204
006","23","2.717","21.7","13.0","21.7","8.7","26.1",".","8.7",".",".",".",".",".",".",".",".","."
"","204
007","23","2.804","4.3","17.4","47.8","13.0","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","204
009","24","3.125","20.8","20.8","37.5","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","204
010","22","3.227","9.1","36.4","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.348","30.4","30.4","21.7","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
012","23","3.087","34.8","26.1","13.0",".","17.4","4.3","4.3",".",".",".",".",".",".",".",".","."
"","013
204","24","3.261","20.8","16.7","50.0","8.3",".",".",".","4.2",".",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","Page 308 of 404",""
