"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","75","3.306","32.0","29.3","20.0","2.7","8.0","4.0",".","4.0",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","45","3.886","77.8","17.8","2.2",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"The Symphony","106
001","81","3.587","50.6","18.5","16.0","3.7","3.7",".",".","7.4",".",".",".",".",".",".",".","."
"","113
001","613","3.951","94.3","3.3","1.0",".","0.5",".","0.3","0.3",".",".",".",".","0.2","0.2",".","."
"","113
002","89","3.500",".","1.1",".",".",".",".",".","98.9",".",".",".",".",".",".",".","."
"Music in Performance","Course Total","702","3.950","82.3","3.0","0.9",".","0.4",".","0.3","12.8",".",".",".",".","0.1","0.1",".","."
"","001
122","21","3.333","33.3","14.3","38.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","122
002","29","3.069","24.1","17.2","37.9","3.4","10.3","6.9",".",".",".",".",".",".",".",".",".","."
"Musica Practica 2","Course Total","50","3.180","28.0","16.0","38.0","8.0","6.0","4.0",".",".",".",".",".",".",".",".",".","."
"","151
001","32","3.547","68.8","12.5","6.3","3.1","3.1","3.1","3.1",".",".",".",".",".",".",".",".","."
"","151
002","54","3.404","42.6","29.6","7.4","7.4","5.6","1.9","1.9","3.7",".",".",".",".",".",".",".","."
"","151
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","90","3.415","51.1","22.2","8.9","5.6","4.4","2.2","3.3","2.2",".",".",".",".",".",".",".","."
"","172
101","9","3.333","33.3","11.1","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
172","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","172
103","9","3.278","22.2","44.4","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","172
104","11","3.273","9.1","36.4","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","172
105","9","3.556","44.4","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 2","Course Total","50","3.350","24.0","34.0","32.0","8.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"The Legendary Performers","206
001","304","3.730","58.2","28.6","6.9","2.0","1.0",".",".","2.3",".",".",".",".",".","1.0",".","."
"Survey-Hist Western Music","212
001","54","3.170","24.1","24.1","24.1","13.0","13.0",".",".","1.9",".",".",".",".",".",".",".","."
"","222
001","16","3.469","37.5","25.0","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","21","3.643","52.4","28.6","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 4","Course Total","37","3.568","45.9","27.0","21.6","5.4",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","236
001","10","3.350","40.0","10.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","254
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","254
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Conducting","Course Total","9","3.611","77.8",".",".","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Opera Workshop","257
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Ensemble","262
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
001","29","3.966","93.1","6.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
002","17","3.938","82.4","11.8",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Ensemble: Wisconsin Singers","Course Total","46","3.956","89.1","8.7",".",".",".",".",".",".",".",".",".",".","2.2",".",".","."
"","265
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
004","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Music Ensemble","266
001","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","267
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
