"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
003","18","2.353","11.1",".","27.8","11.1","27.8","11.1","5.6",".",".",".",".",".",".",".","5.6","."
"","101
005","19","2.868","42.1","5.3","21.1",".","15.8","5.3","10.5",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","37","2.625","27.0","2.7","24.3","5.4","21.6","8.1","8.1",".",".",".",".",".",".",".","2.7","."
"","112
001","10","2.778","10.0",".","40.0","20.0","20.0",".",".",".",".",".",".",".",".","10.0",".","."
"","112
002","21","2.429","14.3","4.8","38.1","4.8","14.3","14.3","9.5",".",".",".",".",".",".",".",".","."
"","004
112","21","2.571","23.8","4.8","28.6","14.3","9.5","4.8","14.3",".",".",".",".",".",".",".",".","."
"","112
006","22","2.432","9.1","9.1","45.5","4.5","13.6",".","18.2",".",".",".",".",".",".",".",".","."
"","112
007","17","2.706","17.6","5.9","29.4","5.9","35.3","5.9",".",".",".",".",".",".",".",".",".","."
"","112
008","22","3.000","31.8",".","45.5",".","18.2",".","4.5",".",".",".",".",".",".",".",".","."
"","112
009","15","2.767","40.0",".","20.0","6.7","13.3","13.3","6.7",".",".",".",".",".",".",".",".","."
"","112
010","22","2.425","18.2","18.2","9.1","4.5","22.7",".","18.2","4.5",".",".",".",".","4.5",".",".","."
"","112
013","19","2.421","10.5","10.5","31.6",".","31.6","5.3","10.5",".",".",".",".",".",".",".",".","."
"","112
014","17","2.412","11.8","17.6","17.6","17.6","11.8","11.8","11.8",".",".",".",".",".",".",".",".","."
"","112
015","20","2.550","25.0","5.0","15.0","15.0","20.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","112
016","19","2.250","5.3","15.8","5.3","31.6","15.8","10.5","10.5",".",".",".",".",".","5.3",".",".","."
"Algebra","Course Total","225","2.552","18.2","8.0","27.1","9.8","18.7","6.7","9.8","0.4",".",".",".",".","0.9","0.4",".","."
"","113
002","22","3.159","31.8","13.6","31.8","9.1","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"","113
004","27","3.056","29.6","18.5","33.3",".","11.1",".","7.4",".",".",".",".",".",".",".",".","."
"","113
006","18","3.167","38.9","5.6","22.2","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","113
007","19","2.447","21.1","5.3","31.6",".","10.5","26.3","5.3",".",".",".",".",".",".",".",".","."
"","113
008","15","2.833","33.3",".","26.7","6.7","26.7",".","6.7",".",".",".",".",".",".",".",".","."
"","113
011","16","3.063","56.3",".","6.3",".","31.3",".","6.3",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","117","2.966","34.2","8.5","26.5","5.1","16.2","5.1","4.3",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","114
001","111","2.667","14.4","11.7","28.8","6.3","28.8","8.1","1.8",".",".",".",".",".",".",".",".","."
"","130
001","22","2.667","18.2","4.5","36.4","4.5","22.7",".","9.1","4.5",".",".",".",".",".",".",".","."
"","130
002","20","3.050","25.0","25.0","30.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","130
003","20","2.875","15.0","20.0","30.0","5.0","25.0","5.0",".",".",".",".",".",".",".",".",".","."
"","004
130","19","3.000","26.3","5.3","36.8","5.3","26.3",".",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","81","2.894","21.0","13.6","33.3","4.9","19.8","2.5","3.7","1.2",".",".",".",".",".",".",".","."
"","131
001","18","2.917","22.2","27.8","11.1","11.1","16.7","11.1",".",".",".",".",".",".",".",".",".","."
"","131
002","17","2.765","5.9","29.4","23.5","17.6","11.8","11.8",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","35","2.843","14.3","28.6","17.1","14.3","14.3","11.4",".",".",".",".",".",".",".",".",".","."
"","132
002","21","3.024","23.8",".","52.4","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","132
003","18","3.056","33.3","11.1","27.8","11.1","5.6","11.1",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","39","3.038","28.2","5.1","41.0","7.7","12.8","5.1",".",".",".",".",".",".",".",".",".","."
"Algebraic Reasong-Teachng Math","135
001","17","3.265","35.3","17.6","23.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"Mathematics for Teaching","138
001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","76","2.993","11.8","26.3","27.6","19.7","13.2","1.3",".",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","210
001","57","2.623","24.6","5.3","28.1","7.0","17.5","8.8","8.8",".",".",".",".",".",".",".",".","."
"","211
001","232","2.855","20.3","17.2","22.4","15.9","15.1","5.6","3.0","0.4",".",".",".",".",".",".",".","."
"","211
002","166","2.758","21.1","10.8","25.3","12.0","20.5","4.8","4.8",".",".",".",".",".","0.6",".",".","."
"Calculus","Course Total","398","2.814","20.6","14.6","23.6","14.3","17.3","5.3","3.8","0.3",".",".",".",".","0.3",".",".","."
"Calc/Intro-Differntl Equats","213
001","162","2.957","27.2","15.4","24.1","17.9","5.6","4.9","4.9",".",".",".",".",".",".",".",".","."
"","217
001","194","2.624","20.1","9.8","24.2","8.8","21.1","10.8","5.2",".",".",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","Page 254 of 404",""
