"TERM : 1124","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2011-2012","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"GERMAN
424","Dept. Total","816","3.549","51.0","19.0","14.8","4.9","4.2","0.2","0.5","3.4","0.1",".","",".","1.5","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.406","32.8","28.4","25.4","4.5","7.5",".",".",".",".",".","",".",".","1.5",".",".","."
"Sophomore","","195","3.557","55.9","15.9","17.4","5.1","5.1",".","0.5",".",".",".","",".",".",".",".",".","."
"Junior","","191","3.491","48.2","24.6","15.2","6.3","4.2","0.5","1.0",".",".",".","",".",".",".",".",".","."
"Senior","","217","3.501","50.7","18.4","17.1","6.9","4.6","0.5","0.5","1.4",".",".","",".",".",".",".",".","."
"Undergraduates","","670","3.505","49.7","20.4","17.5","6.0","4.9","0.3","0.6","0.4",".",".","",".",".","0.1",".",".","."
"Special","","25","3.652","36.0","44.0","8.0",".",".",".",".","12.0",".",".","",".",".",".",".",".","."
"Graduate","","121","3.911","61.2","5.8","1.7",".","0.8",".",".","18.2","0.8",".","",".","9.9","1.7",".",".","."
"","Dept. Total","816","3.549","51.0","19.0","14.8","4.9","4.2","0.2","0.5","3.4","0.1",".","",".","1.5","0.4",".",".","."
