"","990
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
115","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
150","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Finance","Course Total","7","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"FINANCE
233","Dept. Total","1333","3.410","38.8","23.0","23.9","5.9","5.0","0.7","0.3","0.8",".",".",".","1.0","0.5",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"Sophomore","","47","3.074","29.8","10.6","27.7","12.8","17.0","2.1",".",".",".",".",".",".",".",".",".","."
"Junior","","199","3.251","37.7","13.1","27.1","10.1","10.1","2.0",".",".",".",".",".",".",".",".",".","."
"Senior","","647","3.335","32.9","24.9","26.9","7.4","5.9","0.6","0.5","0.6",".",".",".",".","0.3",".",".","."
"Undergraduates","","893","3.302","33.8","21.5","27.0","8.3","7.4","1.0","0.3","0.4",".",".",".",".","0.2",".",".","."
"Special","","34","3.265","29.4","23.5","35.3","5.9","2.9",".","2.9",".",".",".",".",".",".",".",".","."
"Graduate","","395","3.675","50.4","26.1","15.9","0.8",".",".",".","1.8",".",".",".","3.3","1.0",".","0.8","."
"Prof Yr 3","","11","3.672","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","11","3.672","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1333","3.410","38.8","23.0","23.9","5.9","5.0","0.7","0.3","0.8",".",".",".","1.0","0.5",".","0.2","."
