"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"289","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","059","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"289","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","073","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","59","3.951","89.8",".","1.7","1.7",".",".",".",".",".",".",".",".",".",".","6.8","."
"375
Special Topics","001","","30","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","490","3.125","26.1","21.2","23.9","8.4","18.6","0.8",".","0.6",".",".",".",".","0.4",".",".","."
"508
General Biochemistry II","001","","182","3.020","24.2","14.8","31.9","8.8","9.3","5.5","1.6",".",".",".",".",".","3.8",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","19","3.139","31.6",".","47.4","5.3","5.3","5.3",".",".",".",".",".",".","5.3",".",".","."
"550
Topics in Medical Biochem","001","","45","3.318","35.6","4.4","51.1",".","6.7",".",".","2.2",".",".",".",".",".",".",".","."
"575
Biology of Viruses","001","","39","2.959","25.6","17.9","15.4","15.4","15.4",".","5.1","2.6",".",".",".",".","2.6",".",".","."
"619
Adv Nutr: Metab-Macronutrients","001","","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"620
Eukaryotic Molecular Biology","001","","42","3.341","21.4","28.6","42.9","4.8",".",".",".",".",".",".",".",".","2.4",".",".","."
"625
Coenzymes&Cofactors-Enzymology","001","","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"636
Macromolec Crystallog&Dynamics","001","","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","61","3.369","41.0","29.5","16.4","1.6","4.9","6.6",".",".",".",".",".",".",".",".",".","."
"682","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","","","Page 13 of 404"
