"","990
090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","31","",".",".",".",".",".",".",".","71.0",".",".",".","29.0",".",".",".","."
"Spec Work-Ag & Appl Economics","999
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"A A E
108","Dept. Total","565","3.248","35.2","19.1","17.2","9.6","7.6","2.5","1.1","4.1",".",".",".","1.6","2.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.471","35.3","35.3","23.5",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","68","3.315","47.1","14.7","16.2","10.3","8.8","1.5","1.5",".",".",".",".",".",".",".",".","."
"Junior","","116","3.136","29.3","25.0","19.0","11.2","8.6","4.3","1.7",".",".",".",".",".","0.9",".",".","."
"Senior","","248","3.156","32.3","19.0","21.4","13.3","8.9","3.2","0.8","0.4",".",".",".",".","0.8",".",".","."
"Undergraduates","","449","3.186","33.9","20.5","20.0","11.8","8.7","3.1","1.1","0.2",".",".",".",".","0.7",".",".","."
"Special","","15","3.200","40.0","26.7","13.3",".","13.3",".","6.7",".",".",".",".",".",".",".",".","."
"Graduate","","100","3.725","40.0","12.0","5.0","1.0","2.0",".",".","22.0",".",".",".","9.0","9.0",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","565","3.248","35.2","19.1","17.2","9.6","7.6","2.5","1.1","4.1",".",".",".","1.6","2.1",".",".","."
