"EGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Society's Egr Challenges","102
001","82","3.488","46.3","23.2","23.2","1.2","4.9",".","","1.2",".","",".","",".",".","",".","",".","",".",".","."
"Core Comp for Engr Leaders","103
001","28","3.714","82.1","7.1","3.6",".","3.6",".","","3.6",".","",".","",".",".","",".","",".","",".",".","."
"Intro to Engineering Design","160
001","158","3.627","50.6","29.1","15.8","3.8","0.6",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Current Issues in Intl Engr","413
002","16","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Topics-Interdis Engineering","601
001","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Women&Leadershp-Med, Sci, Engr","650
001","10","3.833","90.0",".",".",".","10.0",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"INTEREGR
496","Dept. Total","298","3.599","55.7","22.8","15.4","2.7","2.7","",".","0.7","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.470","39.7","32.4","22.1","4.4",".","",".","1.5","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","248","3.651","70.2","15.7","10.5","1.6","1.2","",".","0.4","",".","",".",".","",".","",".","",".","0.4",".","."
"Junior","","89","3.542","82.0","6.7","4.5",".","3.4","",".",".","",".","",".",".","",".","",".","",".","3.4",".","."
"Senior","","36","3.531","88.9","2.8","2.8","2.8","2.8","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","441","3.594","69.4","15.4","10.4","1.8","1.6","",".","0.5","",".","",".",".","",".","",".","",".","0.9",".","."
"Special","","3","3.333","66.7",".",".",".","33.3","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","9","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","453","3.599","70.0","15.0","10.2","1.8","1.8","",".","0.4","",".","",".",".","",".","",".","",".","0.9",".","."
