"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"Family Law II","823
001","","33","1.641","18.2",".","24.2","3.0","3.0",".",".","3.0",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","","16","1.167","12.5",".","12.5",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Real Estate Transactions II","838
001","","18","1.531","16.7","5.6","16.7",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","","11","2.227","36.4","9.1","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Intro to Environmental Law","848
001","","28","0.815","7.1",".","14.3",".","3.6",".",".","3.6",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","","39","1.179","10.3",".","20.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","850
002","","7","1.286","14.3",".","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","850
003","","40","1.108","12.5",".","17.5",".",".",".",".","5.0",".",".",".",".","2.5",".",".","."
"Professnl Responsibilities","Course Total","","86","1.162","11.6",".","18.6",".","4.7",".",".","2.3",".",".",".",".","1.2",".",".","."
"","852
001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
002","","13","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"","852
003","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","","16","",".",".",".",".",".",".",".","81.3",".",".",".",".",".",".",".","18.8"
"","852
005","","31","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
006","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","","98","",".",".",".",".",".",".",".","94.9",".",".",".",".",".",".",".","5.1"
"","854
001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
009","","33","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
012","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
014","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
017","","13","4.000","7.7",".",".",".",".",".",".","61.5",".",".",".",".",".",".",".","30.8"
"","854
018","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
019","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
020","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","","148","4.000","0.7",".",".",".",".",".",".","93.9",".",".",".",".",".",".",".","5.4"
"Advanced Criminal Procedure","860
001","","15","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"Institutionalized Persons","862
001","","35","",".",".",".",".",".",".",".","77.1",".",".",".",".",".",".",".","22.9"
"State and Local Taxation","868
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"International Tax","870
001","","40","2.821","35.0","30.0","10.0",".",".",".",".","2.5",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","","68","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Journal of Law","896
001","","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","","72","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law, Sci & Biotechnolgy Smr","906
001","","18","1.293","11.1",".","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
