"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","35","",".",".",".",".",".",".",".","94.3","2.9",".",".",".",".","2.9",".","."
"COM ARTS
250","Dept. Total","3119","3.217","22.8","30.1","25.6","11.2","5.3","1.1","0.9","1.3","0.0","0.8",".","0.4","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","229","3.103","15.7","33.2","27.1","13.5","7.0","2.2","1.3",".",".",".",".",".",".",".",".","."
"Sophomore","","742","3.181","17.0","33.4","29.8","11.5","6.6","0.7","0.7",".",".",".",".",".","0.4",".",".","."
"Junior","","845","3.130","18.7","27.9","30.2","14.1","6.0","1.4","1.3",".",".","0.1",".",".","0.2",".",".","."
"Senior","","1080","3.251","22.4","34.1","23.8","10.6","4.3","1.1","0.8","0.2",".","2.0",".",".","0.6","0.1",".","."
"Undergraduates","","2896","3.185","19.4","32.0","27.5","12.1","5.6","1.2","1.0","0.1",".","0.8",".",".","0.4","0.0",".","."
"Special","","23","3.333","21.7","26.1","8.7",".","13.0",".",".","21.7",".","8.7",".",".",".",".",".","."
"Graduate","","199","3.970","72.9","3.0","0.5",".",".",".",".","17.1","0.5",".",".","5.5",".","0.5",".","."
"Prof Yr 1","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3119","3.217","22.8","30.1","25.6","11.2","5.3","1.1","0.9","1.3","0.0","0.8",".","0.4","0.4","0.1",".","."
