"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Introduction to Psychology","201
001","18","2.722","11.1","5.6","27.8","38.9","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","202
001","355","2.839","19.4","17.5","18.6","20.8","16.9","3.4","3.4",".",".",".",".",".",".",".",".","."
"","202
002","281","2.773","16.0","18.1","13.5","26.7","16.0","6.4","1.8","0.4","0.7",".",".",".","0.4",".",".","."
"","202
003","346","2.835","16.5","21.4","11.6","30.1","14.2","4.6","1.7",".",".",".",".",".",".",".",".","."
"","202
004","106","2.528","14.2","12.3","16.0","16.0","27.4","10.4","3.8",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1088","2.791","17.1","18.4","14.8","24.8","16.8","5.2","2.5","0.1","0.2",".",".",".","0.1",".",".","."
"","210
001","68","2.596","16.2","4.4","25.0","8.8","38.2","5.9","1.5",".",".",".",".",".",".",".",".","."
"","210
002","69","2.582","14.5","5.8","24.6","11.6","29.0","11.6",".",".",".",".",".",".","1.4",".",".","1.4"
"","210
003","72","2.542","15.3","8.3","25.0","8.3","30.6","6.9","5.6",".",".",".",".",".",".",".",".","."
"","210
004","75","2.627","10.7","12.0","28.0","20.0","20.0","4.0","5.3",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","284","2.587","14.1","7.7","25.7","12.3","29.2","7.0","3.2",".",".",".",".",".","0.4",".",".","0.4"
"","225
001","45","3.078","17.8","24.4","35.6","4.4","15.6","2.2",".",".",".",".",".",".",".",".",".","."
"","225
002","46","3.011","15.2","28.3","21.7","13.0","13.0","4.3",".",".",".",".",".",".","4.3",".",".","."
"","003
225","46","3.076","15.2","26.1","32.6","10.9","15.2",".",".",".",".",".",".",".",".",".",".","."
"","004
225","46","3.000","17.4","21.7","39.1","4.3","10.9","4.3","2.2",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","183","3.041","16.4","25.1","32.2","8.2","13.7","2.7","0.5",".",".",".",".",".","1.1",".",".","."
"Honors Crse-Intro to Psych","281
001","28","3.357","42.9","17.9","21.4","3.6","14.3",".",".",".",".",".",".",".",".",".",".","."
"Issues in Psychology","311
001","14","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
062","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","9","3.958","77.8","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","402
001","33","2.790","12.1","15.2","21.2","18.2","24.2","3.0",".",".",".",".",".",".","3.0",".","3.0","."
"","402
002","9","3.167","22.2","22.2","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Literacy, Brain and Behavior","Course Total","42","2.875","14.3","16.7","23.8","16.7","21.4","2.4",".",".",".",".",".",".","2.4",".","2.4","."
"Psychology of Perception","406
001","62","2.863","16.1","16.1","24.2","24.2","14.5","3.2","1.6",".",".",".",".",".",".",".",".","."
"","411
001","25","4.000","96.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","411
002","21","3.619","66.7","19.0","9.5",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","411
003","17","3.824","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
004","48","3.340","31.3","33.3","20.8","8.3",".","2.1","2.1",".",".",".",".",".","2.1",".",".","."
"","411
005","25","3.320","28.0","32.0","16.0","24.0",".",".",".",".",".",".",".",".",".",".",".","."
"","411
006","24","3.479","37.5","20.8","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
007","23","3.717","43.5","56.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
008","24","3.188","16.7","33.3","25.0","20.8","4.2",".",".",".",".",".",".",".",".",".",".","."
"","411
009","25","3.958","88.0","8.0",".",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"","011
411","23","3.619","52.2","13.0","21.7","4.3",".",".",".",".",".",".",".",".",".",".","8.7","."
"","411
012","22","3.455","45.5","18.2","22.7","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","411
013","23","3.804","73.9","13.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
