"","530
003","6","4.000","66.7",".",".",".",".",".",".",".",".","",".",".","",".","","16.7","16.7",".","."
"","530
004","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","530
005","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Topics in Folklore","Course Total","48","3.760","72.9","6.3","2.1","4.2",".","2.1",".","4.2","",".",".","",".","",".","2.1","2.1",".","4.2"
"FOLKLORE
380","Dept. Total","207","3.384","46.9","19.3","12.6","4.8","5.3","2.9","1.4","3.4","",".",".","",".","",".","1.4","0.5","0.5","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.000","30.0","10.0","30.0","20.0",".","10.0",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","18","3.115","16.7","27.8","33.3","11.1","11.1",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","47","3.556","51.1","29.8","10.6",".","6.4","2.1",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","116","3.334","49.1","16.4","9.5","5.2","5.2","3.4","2.6","3.4","",".",".","",".","",".","2.6","0.9",".","1.7"
"Undergraduates","","191","3.354","45.5","20.4","13.1","5.2","5.8","3.1","1.6","2.1","",".",".","",".","",".","1.6","0.5",".","1.0"
"Special","","8","3.650","25.0","12.5","12.5",".",".",".",".","37.5","",".",".","",".","",".",".",".","12.5","."
"Graduate","","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","207","3.384","46.9","19.3","12.6","4.8","5.3","2.9","1.4","3.4","",".",".","",".","",".","1.4","0.5","0.5","1.0"
