"","990
023","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","29","",".",".",".",".",".","",".",".","65.5",".",".",".","34.5",".",".",".","."
"HORT
476","Dept. Total","255","3.439","44.3","15.7","14.5","4.3","3.5","",".","0.8","9.8",".",".",".","3.9","0.4","1.2","1.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.000","25.0",".","25.0",".","25.0","",".",".",".",".",".",".",".",".",".","25.0","."
"Sophomore","","14","3.353","35.7","28.6","28.6",".","7.1","",".",".",".",".",".",".",".",".",".",".","."
"Junior","","44","3.389","54.5","18.2","11.4","9.1","4.5","",".","2.3",".",".",".",".",".",".",".",".","."
"Senior","","87","3.379","48.3","13.8","19.5","6.9","4.6","",".","1.1",".",".",".",".",".","1.1","2.3","2.3","."
"Undergraduates","","149","3.371","48.3","16.1","18.1","6.7","5.4","",".","1.3",".",".",".",".",".","0.7","1.3","2.0","."
"Special","","9","2.800","11.1","11.1",".","11.1","11.1","",".",".","33.3",".",".",".",".",".","11.1","11.1","."
"Graduate","","97","3.657","41.2","15.5","10.3",".",".","",".",".","22.7",".",".",".","10.3",".",".",".","."
"","Dept. Total","255","3.439","44.3","15.7","14.5","4.3","3.5","",".","0.8","9.8",".",".",".","3.9","0.4","1.2","1.6","."
