"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"504
Modeling Animal Landscapes","001","","16","3.952","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"510
Ecology of Fishes","001","","58","2.851","17.2","12.1","36.2","10.3","15.5","3.4","3.4","1.7",".",".",".",".",".",".",".","."
"511","001","","17","3.188","35.3","17.6","17.6","5.9","11.8","5.9",".","5.9",".",".",".",".",".",".",".","."
"511","002","","16","2.781","18.8","6.3","18.8","37.5","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"Ecology of Fishes Lab","Course Total","","33","2.984","27.3","12.1","18.2","21.2","12.1","6.1",".","3.0",".",".",".",".",".",".",".","."
"520
Ornithology","001","","87","2.881","24.1","11.5","23.0","11.5","18.4","6.9","1.1","3.4",".",".",".",".",".",".",".","."
"521","001","","11","3.182","36.4","9.1","36.4","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"521","002","","14","3.615","57.1","7.1","21.4","7.1",".",".",".","7.1",".",".",".",".",".",".",".","."
"521","003","","14","3.464","50.0","7.1","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"521","004","","10","3.200","40.0","10.0","20.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","49","3.385","46.9","8.2","28.6","6.1","6.1","2.0",".","2.0",".",".",".",".",".",".",".","."
"524
Neurobi II:Intr-Brain&Behav","001","","48","3.167","45.8","12.5","16.7","4.2","8.3","12.5",".",".",".",".",".",".",".",".",".","."
"550
Animal Comm & Orig of Lang","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"611
Comparatv&Evolutionry Physiol","001","","92","2.804","27.2","15.2","17.4","6.5","19.6","10.9","3.3",".",".",".",".",".",".",".",".","."
"612
Comparative Physiology Lab","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"635
Neurobiology of Disease","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"651
Conservation Biology","001","","7","1.750","14.3",".",".","14.3","14.3","28.6","14.3",".",".",".",".",".",".","14.3",".","."
"681","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"692","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","020","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","021","","6","3.857","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","","Page 324 of 404",""
