"","990
065","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","52","",".",".",".",".",".",".",".","86.5","1.9",".",".","11.5",".",".",".","."
"PSYCH
820","Dept. Total","4304","3.074","33.1","16.4","18.0","13.1","11.8","3.6","1.6","1.3","0.1",".",".","0.3","0.4","0.0","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","441","2.572","9.5","16.8","12.2","28.8","21.1","7.9","2.9",".",".",".",".",".","0.7",".",".","."
"Sophomore","","1006","2.864","18.4","16.4","22.5","19.5","16.7","4.4","1.5","0.2","0.1",".",".",".",".","0.1","0.1","0.2"
"Junior","","1127","3.020","28.9","17.2","23.4","10.4","13.0","4.3","2.3","0.2",".",".",".",".","0.2",".",".","0.1"
"Senior","","1431","3.359","47.7","17.7","15.2","8.1","6.8","1.7","1.0","0.3","0.1",".",".","0.4","0.6",".","0.4","."
"Undergraduates","","4005","3.052","30.8","17.2","19.0","13.9","12.6","3.8","1.7","0.2","0.1",".",".","0.1","0.3","0.0","0.2","0.1"
"Special","","40","2.943","35.0","15.0","7.5","12.5","7.5","5.0","5.0","7.5",".",".",".",".",".","2.5","2.5","."
"Graduate","","258","3.821","67.4","5.0","3.9","1.2","0.4",".",".","17.8","0.4","0.4",".","2.3","1.2",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.400","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4305","3.074","33.1","16.4","18.0","13.1","11.8","3.6","1.6","1.3","0.1","0.0",".","0.3","0.4","0.0","0.2","0.1"
