"","990
017","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
079","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","357","3.223","36.4","14.3","27.7","8.7","7.0","3.6","",".","1.1","",".",".","",".","0.8","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","18","2.667","11.1","5.6","33.3","27.8","11.1","11.1","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","80","2.735","13.8","10.0","37.5","11.3","17.5","10.0","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","191","3.315","39.8","16.2","29.8","7.9","4.7","1.6","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","290","3.108","30.7","14.1","32.1","10.0","8.6","4.5","",".",".","",".",".","",".",".",".",".",".","."
"Special","","5","2.833",".",".","40.0","20.0",".",".","",".","40.0","",".",".","",".",".",".",".",".","."
"Graduate","","62","3.813","66.1","16.1","6.5","1.6",".",".","",".","3.2","",".",".","",".","4.8","1.6",".",".","."
"","Dept. Total","357","3.223","36.4","14.3","27.7","8.7","7.0","3.6","",".","1.1","",".",".","",".","0.8","0.3",".",".","."
