"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Appl Mathematical Analysis","322
001","30","3.100","26.7","26.7","23.3",".","16.7","6.7",".",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
002","14","3.429","42.9","21.4","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","340
002","81","3.568","43.2","40.7","9.9","3.7","1.2",".","1.2",".",".",".",".",".",".",".",".","."
"","340
003","66","2.303","25.8","6.1","13.6","9.1","9.1","24.2","12.1",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","147","3.000","35.4","25.2","11.6","6.1","4.8","10.9","6.1",".",".",".",".",".",".",".",".","."
"Linear Algebra","341
001","39","3.132","23.1","28.2","23.1","12.8","5.1","2.6","2.6",".",".",".",".",".","2.6",".",".","."
"Basic Concepts of Math","371
001","34","2.676","23.5","11.8","23.5","11.8","11.8","8.8","8.8",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","47","3.319","44.7","10.6","23.4","10.6","8.5","2.1",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","40","3.563","60.0","10.0","20.0","2.5","7.5",".",".",".",".",".",".",".",".",".",".","."
"","431
001","38","2.931","21.1","23.7","13.2","5.3","26.3","5.3",".",".",".",".",".",".","5.3",".",".","."
"","002
431","38","2.789","21.1","18.4","15.8","13.2","21.1","7.9","2.6",".",".",".",".",".",".",".",".","."
"","003
431","30","2.862","26.7","6.7","26.7","13.3","13.3","6.7","3.3","3.3",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","106","2.859","22.6","17.0","17.9","10.4","20.8","6.6","1.9","0.9",".",".",".",".","1.9",".",".","."
