"","999
071","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
072","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
091","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Reading and Research","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","332","3.480","49.4","22.3","13.9","5.7","4.2","0.6","0.3","1.8","",".",".","",".","",".","1.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.418","50.0","23.3","16.7","10.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","76","3.428","51.3","17.1","22.4","6.6","1.3","1.3",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","96","3.393","40.6","32.3","13.5","5.2","6.3","1.0","1.0",".","",".",".","",".","",".",".",".",".","."
"Senior","","99","3.512","49.5","22.2","11.1","5.1","7.1",".",".","1.0","",".",".","",".","",".","4.0",".",".","."
"Undergraduates","","301","3.444","47.2","24.3","15.3","6.0","4.7","0.7","0.3","0.3","",".",".","",".","",".","1.3",".",".","."
"Special","","4","3.500","50.0","25.0",".","25.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","26","4.000","76.9",".",".",".",".",".",".","19.2","",".",".","",".","",".","3.8",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","100.0",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","100.0",".",".","."
"","Dept. Total","332","3.480","49.4","22.3","13.9","5.7","4.2","0.6","0.3","1.8","",".",".","",".","",".","1.8",".",".","."
