"Contemporary Topics","365
003","","9","3.500","44.4","11.1","44.4",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Tech:Computer-Based Bus Sys","371
001","","14","3.654","64.3","7.1","7.1","14.3",".","",".","",".","","7.1",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","13","3.462","30.8","30.8","38.5",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","765
003","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","39","3.554","46.2","17.9","25.6","5.1","",".","",".","",".","2.6","",".",".","",".","",".","",".",".","2.6","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","7","3.357","42.9",".","42.9","14.3","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.521","40.0","24.0","28.0","4.0","",".","",".","",".","4.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","35","3.529","45.7","17.1","28.6","5.7","",".","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
"Graduate","","","4","3.833","50.0","25.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"","Dept. Total","","39","3.554","46.2","17.9","25.6","5.1","",".","",".","",".","2.6","",".",".","",".","",".","",".",".","2.6","."
