"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","349
002","16","3.313","31.3","6.3","56.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","349
003","19","3.237","21.1","21.1","42.1","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","349
004","20","3.425","30.0","35.0","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","349
007","18","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","73","3.370","28.8","24.7","39.7","5.5","1.4",".",".",".",".",".",".",".",".",".",".","."
"","351
001","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","Course Total","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
001","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","352
003","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","Course Total","23","3.739","60.9","26.1","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
361","47","2.894","14.9","21.3","19.1","21.3","21.3","2.1",".",".",".",".",".",".",".",".",".","."
"","361
002","54","2.741","18.5","11.1","25.9","14.8","20.4","5.6","3.7",".",".",".",".",".",".",".",".","."
"","003
361","52","2.913","23.1","21.2","9.6","19.2","23.1","1.9","1.9",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","153","2.846","19.0","17.6","18.3","18.3","21.6","3.3","2.0",".",".",".",".",".",".",".",".","."
"","363
001","61","3.238","32.8","21.3","23.0","13.1","8.2",".","1.6",".",".",".",".",".",".",".",".","."
"","363
002","50","2.780","6.0","22.0","28.0","18.0","22.0","4.0",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","111","3.032","20.7","21.6","25.2","15.3","14.4","1.8","0.9",".",".",".",".",".",".",".",".","."
"","364
001","58","2.897","12.1","19.0","34.5","19.0","8.6","6.9",".",".",".",".",".",".",".",".",".","."
"","364
002","52","2.846","19.2","13.5","30.8","13.5","15.4","3.8","3.8",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","110","2.873","15.5","16.4","32.7","16.4","11.8","5.5","1.8",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation","368
001","69","3.072","7.2","27.5","42.0","18.8","4.3",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","91","2.956","22.0","12.1","22.0","23.1","20.9",".",".",".",".",".",".",".",".",".",".","."
"Intro to Polymer Processing","417
001","24","3.583","37.5","41.7","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
001","58","3.672","51.7","31.0","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","418
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","63","3.698","55.6","28.6","15.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals-Injection Molding","419
002","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Stat Expermntl Design-Engrs","424
001","8","3.286","12.5","25.0","50.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Rheology of Foods&Biomaterials","441
001","13","2.692","15.4","15.4","15.4","15.4","30.8","7.7",".",".",".",".",".",".",".",".",".","."
"Design Problems-Elasticity","444
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
003","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Automatic Controls","Course Total","9","3.444","44.4","11.1","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","447
001","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","447
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","10","3.550","50.0","10.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanical Systems Analysis","448
001","16","3.313","25.0","31.3","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Design&Dynamics of Vehicles","450
001","15","3.808","53.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","13.3","."
"Thermal Systems Modeling","461
001","23","3.227","26.1","17.4","30.4","17.4","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"Air Pollutn-Measure&Control","466
001","23","3.696","56.5","26.1","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
