"TERM : 1124","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2011-2012","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"BIOCHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"BIOCHEM
200","Dept. Total","1359","3.272","38.3","14.1","19.1","5.1","8.9","1.4","0.4","7.9","0.1",".","",".","3.2","1.1",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","49","3.866","85.7","2.0","8.2",".",".",".",".",".",".",".","",".",".",".",".","4.1","."
"Junior","","261","3.127","32.6","16.9","24.1","7.7","16.1","1.5","0.4","0.4",".",".","",".",".",".",".","0.4","."
"Senior","","643","3.228","37.2","16.5","23.8","7.0","11.4","2.3","0.6",".",".",".","",".",".","1.1",".","0.2","."
"Undergraduates","","955","3.221","38.4","15.8","23.1","6.8","12.0","2.0","0.5","0.1",".",".","",".",".","0.7",".","0.4","."
"Special","","23","3.310","43.5","13.0","21.7",".","17.4",".",".","4.3",".",".","",".",".",".",".",".","."
"Graduate","","373","3.596","37.8","9.9","8.8","1.1","0.5",".",".","28.2","0.3",".","",".","11.3","2.1",".",".","."
"Prof Yr 2","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","3.722","33.3","16.7","16.7",".",".",".",".",".",".",".","",".","33.3",".",".",".","."
"Professionals","","8","3.792","37.5","12.5","12.5",".",".",".",".","12.5",".",".","",".","25.0",".",".",".","."
"","Dept. Total","1359","3.272","38.3","14.1","19.1","5.1","8.9","1.4","0.4","7.9","0.1",".","",".","3.2","1.1",".","0.3","."
