"Research or Thesis","Course Total","39","",".",".",".",".",".",".",".","94.9",".",".",".","2.6","2.6",".",".","."
"","999
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
045","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
063","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","6","3.813","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"ED PSYCH
315","Dept. Total","1173","3.711","62.1","18.3","8.9","3.4","1.4","0.7","0.1","4.2",".","0.3",".","0.1","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.218","27.7","25.5","27.7","8.5","6.4","4.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","214","3.635","55.1","24.8","11.2","7.0","1.4",".",".",".",".",".",".",".","0.5",".",".","."
"Junior","","286","3.624","57.7","21.3","12.9","3.5","2.1","2.1",".",".",".",".",".",".","0.3",".",".","."
"Senior","","212","3.677","59.0","20.8","11.3","3.8","1.9",".","0.5","2.4",".",".",".",".","0.5",".",".","."
"Undergraduates","","759","3.616","55.5","22.4","12.9","4.9","2.1","1.1","0.1","0.7",".",".",".",".","0.4",".",".","."
"Special","","9","3.444","44.4","22.2","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","404","3.922","74.8","10.6","1.2","0.2",".",".",".","10.9",".","0.7",".","0.2","1.2",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1173","3.711","62.1","18.3","8.9","3.4","1.4","0.7","0.1","4.2",".","0.3",".","0.1","0.7",".",".","."
