"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3410","3.576","38.2","9.9","9.6","1.6","1.6","0.1","0.1","37.3","",".",".",".","0.4","1.1",".","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.500","57.1",".",".",".","14.3",".",".","28.6","",".",".",".",".",".",".",".","."
"Junior","","15","3.686","80.0",".","13.3",".","6.7",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","37","3.203","43.2","8.1","13.5","8.1","5.4",".","5.4","16.2","",".",".",".",".",".",".",".","."
"Undergraduates","","59","3.357","54.2","5.1","11.9","5.1","6.8",".","3.4","13.6","",".",".",".",".",".",".",".","."
"Special","","10","4.000","10.0",".",".",".",".",".",".","90.0","",".",".",".",".",".",".",".","."
"Graduate","","67","3.682","13.4","6.0","1.5","1.5",".",".",".","55.2","",".",".",".","16.4","4.5",".","1.5","."
"Prof Yr 1","","730","3.633","43.0","12.9","14.0","1.8","0.7","0.3",".","25.6","",".",".",".",".","1.8",".",".","."
"Prof Yr 2","","710","3.574","38.6","16.9","16.1","2.4","1.1","0.1",".","21.5","",".",".",".","0.1","3.1",".",".","."
"Prof Yr 3","","973","3.374","34.5","11.7","10.3","1.8","3.6","0.2",".","37.8","",".",".",".",".",".",".",".","."
"Prof Yr 4","","861","3.965","39.1","0.1","0.2","0.2","0.1",".",".","59.2","",".",".",".",".",".",".","0.9","."
"Professionals","","3274","3.582","38.5","10.0","9.7","1.5","1.5","0.2",".","37.2","",".",".",".","0.0","1.1",".","0.2","."
"","College Total","3410","3.576","38.2","9.9","9.6","1.6","1.6","0.1","0.1","37.3","",".",".",".","0.4","1.1",".","0.3","."
