"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Making of Modern Science","202","001","","72","3.049","11.1","34.7","29.2","11.1","8.3","2.8","1.4",".",".",".",".",".","1.4",".",".","."
"The Physician in History","212","001","","70","3.321","22.9","41.4","20.0","5.7","1.4","4.3",".","4.3",".",".",".",".",".",".",".","."
"Technol&Social Chng in Hist","222","001","","81","3.309","21.0","42.0","22.2","9.9","3.7","1.2",".",".",".",".",".",".",".",".",".","."
"Ag&Soc Change-Western Hist","230","001","","18","3.028","27.8","11.1","33.3","16.7","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"Physician in Hist (Honors)","284","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Seminar: Sci, Tech, Med","286","001","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sci Revol:Copernicus-Newton","323","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350","001","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","350","002","","10","3.722","60.0","10.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","350","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics-Hist of Science","","Course Total","","21","3.868","76.2","4.8","9.5",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"History of Ecology","353","001","","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Pharmacy","401","001","","22","3.500","59.1","4.5","18.2","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"Dev Public Health-America","509","001","","10","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Galileo:Life,Writng,Interpretn","512","001","","6","3.800","66.7",".","16.7",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Monsters & Science: A History","517","001","","44","3.143","13.6","20.5","47.7","6.8","6.8",".",".","4.5",".",".",".",".",".",".",".","."
"Race, Amer Med & Pub Health","523","001","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Smr-Hist of Sci","555","001","","15","3.750","40.0","40.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"Byzantine Med & Pharmacy","562","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Studies in Early Modern Sci","623","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in History of Med","668","001","","6","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Science in America","915","001","","7","3.500",".","14.3",".",".",".",".",".","57.1",".",".",".",".","14.3",".","14.3","."
"Grad Studies-Medical Hist","919","001","","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Seminar:Research and Thesis","925","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Science Colloq","950","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","11","",".",".",".",".",".",".",".","72.7",".",".",".","27.3",".",".",".","."
"","999","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","2","***","","","","","","","","","","","","","","","",""
