"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"556
Dsgn Automation Digital Sys","001","","22","3.500","45.5","22.7","22.7","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"601
Topics-Elec&Computer Engr","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Intro to Error-Correctng Codes","001","","8","3.571","37.5","25.0","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","25","3.930","72.0",".","8.0",".",".",".",".","8.0",".",".",".","4.0","8.0",".",".","."
"702
Grad Cooperative Educ Program","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"711","001","","22","3.595","36.4","40.9","18.2",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"711","003","","16","3.133",".","43.8","31.3","18.8",".",".",".",".",".",".",".",".","6.3",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","38","3.403","21.1","42.1","23.7","7.9",".",".",".","2.6",".",".",".",".","2.6",".",".","."
"714","001","","19","3.778","78.9",".","10.5",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"714","003","","17","3.875","82.4",".","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Utilty Appl-Powr Electroncs","Course Total","","36","3.824","80.6",".","11.1",".","2.8",".",".","2.8",".",".",".",".","2.8",".",".","."
"719
Optimal Systems","001","","18","3.235","27.8","16.7","33.3","5.6","11.1",".",".","5.6",".",".",".",".",".",".",".","."
"726
Plasma Magnetohydrodynamics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","14","3.107","14.3","21.4","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"739
Adv Automation & Robotics","002","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Computatnl Meth-Electromagntcs","001","","17","3.706","58.8","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","21","3.595","38.1","42.9","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","12","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","","Page 115 of 404",""
