"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","265","2.794","17.7","13.2","30.2","9.4","18.5","7.9","1.9","0.8",".",".",".",".",".",".",".","0.4"
"","101
002","257","2.555","11.7","12.1","26.5","11.7","24.1","7.8","5.4",".","0.4",".",".",".",".","0.4",".","."
"Animal Biology","Course Total","522","2.676","14.8","12.6","28.4","10.5","21.3","7.9","3.6","0.4","0.2",".",".",".",".","0.2",".","0.2"
"","102
001","20","3.325","15.0","35.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
102","16","3.406","25.0","37.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","17","3.294","23.5","47.1","17.6",".","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","102
004","17","3.088","23.5","11.8","47.1","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","102
005","17","3.588","58.8","11.8","17.6","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","21","3.810","66.7","28.6","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","14","3.357","21.4","42.9","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","20","3.825","75.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","15","3.500","46.7","6.7","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
102","24","3.583","45.8","29.2","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","18","3.694","44.4","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
102","16","3.281","12.5","37.5","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","19","3.368","21.1","31.6","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
014","21","3.762","61.9","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","20","3.750","65.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","17","3.088","17.6","17.6","41.2","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","102
017","20","3.600","40.0","45.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
018","14","3.464","35.7","21.4","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","326","3.505","40.2","28.8","25.8","3.4","1.2","0.6",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","151
001","109","2.755","13.8","6.4","44.0","7.3","18.3","8.3","0.9",".",".",".",".",".","0.9",".",".","."
"","152
001","90","2.889","12.2","13.3","42.2","11.1","17.8","3.3",".",".",".",".",".",".",".",".",".","."
"","152
002","74","3.041","13.5","23.0","44.6","4.1","8.1","5.4",".",".",".",".",".",".",".",".",".","1.4"
"","152
003","48","3.266","31.3","18.8","33.3","4.2","8.3","2.1",".",".",".",".",".",".","2.1",".",".","."
"Introductory Biology","Course Total","212","3.026","17.0","17.9","41.0","7.1","12.3","3.8",".",".",".",".",".",".","0.5",".",".","0.5"
"Introductory Biology","153
001","40","2.825","12.5","12.5","42.5","7.5","20.0","2.5","2.5",".",".",".",".",".",".",".",".","."
"","260
001","35","3.086","22.9","11.4","42.9","11.4","8.6","2.9",".",".",".",".",".",".",".",".",".","."
"","260
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Introductory Ecology","Course Total","37","3.135","27.0","10.8","40.5","10.8","8.1","2.7",".",".",".",".",".",".",".",".",".","."
"Introduction to Entomology","302
001","23","3.283","30.4","26.1","21.7","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"Hum/An Relatn:Bio&Phils Iss","335
001","105","3.145","32.4","9.5","31.4","4.8","13.3","3.8",".","3.8",".",".",".",".","1.0",".",".","."
"Parasitology","350
001","75","2.351","4.0","10.7","36.0",".","28.0","14.7","5.3",".",".",".",".",".",".",".","1.3","."
"","400
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","400
003","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Biology","Course Total","26","4.000","96.2",".",".",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"Evolutionary Biology","410
001","112","2.688","24.1","8.0","24.1","2.7","25.0","15.2","0.9",".",".",".",".",".",".",".",".","."
"Evolution of Behavior","425
001","79","3.429","46.8","12.7","25.3","8.9","3.8","1.3",".",".",".",".",".",".",".","1.3",".","."
"General Ecology","460
001","35","2.971","20.0","14.3","28.6","14.3","17.1","2.9",".",".",".",".",".",".",".",".","2.9","."
"General Genetics","466
001","37","2.392","10.8","8.1","27.0",".","35.1","16.2","2.7",".",".",".",".",".",".",".",".","."
"Intro to Animal Development","470
001","145","2.951","24.1","13.8","26.9","12.4","17.2","2.1","2.8","0.7",".",".",".",".",".",".",".","."
"Plant-Insect Interactions","473
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
