"Independent Study","699
002","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Bioinformatics","776
001","","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Statistical Methods-Molec Biol","877
001","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","8","4.000","12.5",".",".",".",".",".","",".","","87.5",".","",".",".","",".","",".","",".",".","."
"B M I
210","Dept. Total","","36","3.671","50.0","16.7","11.1",".","2.8","",".","",".","19.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","12","3.500","50.0","8.3","25.0",".","8.3","",".","",".","8.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","","19","3.894","52.6","15.8",".",".",".","",".","",".","31.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","3","3.500","33.3","33.3","33.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","5","3.538","40.0","40.0","20.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","36","3.671","50.0","16.7","11.1",".","2.8","",".","",".","19.4","",".",".","",".","",".","",".",".",".","."
