"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","990
080","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","50","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
"ZOOLOGY
970","Dept. Total","2501","2.986","29.5","13.5","26.5","6.9","13.6","5.4","1.5","2.2","0.0",".",".","0.5","0.2","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","234","2.641","14.5","15.0","29.5","12.0","16.2","9.0","3.4",".",".",".",".",".",".","0.4",".","."
"Sophomore","","598","3.017","27.8","17.6","29.9","5.9","13.4","4.3","0.8",".",".",".",".",".","0.2",".",".","0.2"
"Junior","","560","2.861","19.5","15.5","31.8","7.7","16.4","6.1","2.3",".",".",".",".",".","0.4","0.2",".","0.2"
"Senior","","930","3.078","37.7","10.6","23.7","7.0","13.5","5.5","1.3","0.1",".",".",".","0.2","0.1","0.1","0.1","."
"Undergraduates","","2322","2.964","28.4","14.0","27.8","7.4","14.5","5.7","1.6","0.0",".",".",".","0.1","0.2","0.1","0.0","0.1"
"Special","","45","3.299","35.6","13.3","15.6","2.2","8.9","2.2",".","20.0","2.2",".",".",".",".",".",".","."
"Graduate","","133","3.723","46.6","3.8","7.5",".",".","0.8",".","33.1",".",".",".","7.5",".",".","0.8","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2501","2.986","29.5","13.5","26.5","6.9","13.6","5.4","1.5","2.2","0.0",".",".","0.5","0.2","0.1","0.1","0.1"
