"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"990","088","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","10","",".",".",".",".",".",".",".","20.0",".",".",".","80.0",".",".",".","."
"990","098","","9","",".",".",".",".",".",".",".","22.2",".",".",".","77.8",".",".",".","."
"Research or Thesis","Course Total","","138","",".",".",".",".",".",".",".","62.3",".",".",".","34.8","2.2",".","0.7","."
"991","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Post-Secondary Teaching Practm","Course Total","","4","***","","","","","","","","","","","","","","","",""
"999","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","047","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","095","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"999","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","195","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","53","3.994","67.9","1.9",".",".",".",".",".","18.9",".",".",".","1.9","1.9","3.8","3.8","."
