"","990
097","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","126","",".",".",".",".",".",".",".","74.6",".",".",".","25.4",".",".",".","."
"PHYSICS
754","Dept. Total","3143","3.049","24.0","20.5","20.1","15.6","12.1","2.0","0.7","3.3","0.0","0.1",".","1.0","0.4",".","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","165","3.073","27.3","17.6","24.2","16.4","10.9","1.8","1.2",".",".",".",".",".","0.6",".",".","."
"Sophomore","","674","3.059","22.0","23.4","22.1","17.7","12.0","2.1","0.4",".",".",".",".",".","0.1",".",".","0.1"
"Junior","","1058","2.967","20.1","19.5","23.4","18.5","15.3","2.3","0.6",".","0.1",".",".",".","0.2",".",".","."
"Senior","","900","3.047","26.1","22.1","18.3","15.7","12.6","2.4","1.1","0.4",".","0.3",".",".","0.9",".",".","."
"Undergraduates","","2797","3.020","22.9","21.2","21.5","17.3","13.4","2.3","0.8","0.1","0.0","0.1",".",".","0.4",".",".","0.0"
"Special","","29","3.136","27.6","24.1","17.2","6.9","13.8","3.4",".","3.4",".",".",".",".",".",".","3.4","."
"Graduate","","317","3.655","33.4","14.2","7.6","1.3","0.6",".",".","31.5",".",".",".","10.1","0.6",".","0.6","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3144","3.049","24.0","20.5","20.1","15.6","12.1","2.0","0.7","3.3","0.0","0.1",".","1.0","0.4",".","0.1","0.0"
