"FOOD SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"201
Discovering Food Science","001","","42","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"299","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"301
Intro to Sci & Technol of Food","001","","71","3.106","14.1","33.8","28.2","15.5","5.6","1.4","1.4",".",".",".",".",".",".",".",".","."
"305
Intro-Meat Sci & Technology","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"321
Food Laws and Regulations","001","","29","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","002","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"375","003","","21","3.628","28.6","38.1","4.8",".","4.8",".",".","23.8",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","32","3.704","50.0","25.0","3.1",".","3.1",".",".","15.6",".",".",".",".","3.1",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"412
Food Analysis","001","","28","3.393","28.6","32.1","28.6","10.7",".",".",".",".",".",".",".",".",".",".",".","."
"432
Principles-Food Preservation","001","","39","2.635","5.1",".","48.7","7.7","30.8","2.6",".","5.1",".",".",".",".",".",".",".","."
"511
Chem & Technol-Dairy Products","001","","20","3.844","65.0","5.0","10.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"514
Integrated Food Functionality","001","","29","3.000","24.1","3.4","41.4","3.4","24.1",".",".",".",".",".",".",".","3.4",".",".","."
"537
Org&Mgmt-Nutritn&Food Serv","001","","58","3.750","53.4","43.1","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"603
Senior Seminar","001","","28","3.339","32.1","39.3","14.3",".","10.7","3.6",".",".",".",".",".",".",".",".",".","."
"610
Food Proteins","001","","15","3.233","26.7","40.0","20.0","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"611
Chem & Technol-Dairy Products","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"642
Food & Phmaceut Separations","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"799
Practicum-Food Sci Teaching","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"900
Seminar Advanced","001","","37","3.955","27.0","2.7",".",".",".",".",".","70.3",".",".",".",".",".",".",".","."
"990","009","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","032","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","41","",".",".",".",".",".",".",".","78.0",".",".",".","22.0",".",".",".","."
