"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCIENCE & TECHNOLOGY STUD Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201
001
Where Science Meets Society","","12","3.500","33.3","41.7","16.7","8.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"699
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
002","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
014","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Course Total
Directed Study","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"902
001
Current Topics-Sci & Tech St","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"STS
Dept. Total
875","","18","3.477","27.8","33.3","16.7","5.6","",".","",".","",".","",".","",".","16.7","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","7","3.605","42.9","42.9","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","7","3.429","28.6","42.9","14.3","14.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","15","3.477","33.3","40.0","20.0","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Dept. Total","","18","3.477","27.8","33.3","16.7","5.6","",".","",".","",".","",".","",".","16.7","",".","",".","",".",".",".","."
