"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"990","035","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","040","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","060","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","089","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","090","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Recital","Course Total","17","4.000","100.0","",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"999","003","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","005","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","009","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","010","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","019","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","020","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","022","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","029","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","037","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","039","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","047","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","050","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","063","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","065","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","071","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","074","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","083","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","089","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","097","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","098","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","124","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","138","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","147","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","205","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","206","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","207","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"DMA Recital","Course Total","47","3.978","91.5","",".","2.1",".","",".","",".","",".","2.1",".",".",".",".","4.3",".",".","."
