"Senior Honors Thesis","682
001","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Senior Thesis","692
001","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","698
001","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","699
001","4","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"E A STDS
298","Dept. Total","122","3.779","74.6","9.0","8.2","2.5","2.5","",".","",".","0.8","",".","0.8","",".","",".","1.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.200","40.0",".","40.0",".","20.0","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","16","3.906","87.5","6.3","6.3",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","30","3.717","73.3","6.7","13.3","3.3","3.3","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","68","3.827","75.0","11.8","2.9","2.9","1.5","",".","",".","1.5","",".","1.5","",".","",".","2.9",".",".","."
"Undergraduates","","119","3.782","74.8","9.2","7.6","2.5","2.5","",".","",".","0.8","",".","0.8","",".","",".","1.7",".",".","."
"Special","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","122","3.779","74.6","9.0","8.2","2.5","2.5","",".","",".","0.8","",".","0.8","",".","",".","1.6",".",".","."
