"","990
006","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
007","4","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
020","3","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"SCAND ST
872","Dept. Total","252","3.650","58.7","18.3","8.3","1.6","3.2","0.4","0.4","5.6",".",".",".","",".","2.4","0.8","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.635","60.0","26.7","6.7",".","6.7",".",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","44","3.599","59.1","22.7","4.5","2.3","4.5","2.3",".",".",".",".",".","",".","2.3","2.3",".","."
"Junior","","52","3.558","59.6","15.4","11.5","5.8","1.9",".","1.9",".",".",".",".","",".","3.8",".",".","."
"Senior","","85","3.635","55.3","23.5","12.9",".","4.7",".",".",".",".",".",".","",".","2.4","1.2",".","."
"Undergraduates","","196","3.607","57.7","21.4","10.2","2.0","4.1","0.5","0.5",".",".",".",".","",".","2.6","1.0",".","."
"Special","","11","3.619","18.2","36.4",".",".",".",".",".","27.3",".",".",".","",".","9.1",".","9.1","."
"Graduate","","45","3.967","73.3",".","2.2",".",".",".",".","24.4",".",".",".","",".",".",".",".","."
"","Dept. Total","252","3.650","58.7","18.3","8.3","1.6","3.2","0.4","0.4","5.6",".",".",".","",".","2.4","0.8","0.4","."
