"MED","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOL
762","Dept. Total","850","2.917","26.7","5.8","20.6","2.6","11.5","5.3","1.9","24.7","0.1",".","",".","",".","0.6",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","42","2.098","21.4","4.8","21.4","2.4","16.7","23.8","9.5",".",".",".","",".","",".",".",".",".","."
"Junior","","181","2.761","28.7","5.5","24.9","5.0","23.2","8.8","3.3",".",".",".","",".","",".",".",".","0.6","."
"Senior","","304","3.010","35.5","4.3","33.9","2.6","14.8","5.9","1.6",".",".",".","",".","",".","1.3",".",".","."
"Undergraduates","","527","2.853","32.1","4.7","29.8","3.4","17.8","8.3","2.8",".",".",".","",".","",".","0.8",".","0.2","."
"Special","","20","3.090","35.0",".","50.0","5.0","5.0",".","5.0",".",".",".","",".","",".",".",".",".","."
"Graduate","","124","3.636","40.3","19.4","6.5","2.4","1.6","0.8",".","28.2",".",".","",".","",".",".",".","0.8","."
"Prof Yr 1","","169","2.000",".",".",".",".","0.6",".",".","98.2","0.6",".","",".","",".","0.6",".",".","."
"Prof Yr 2","","6","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Professionals","","179","2.750","0.6",".",".",".","0.6",".",".","97.8","0.6",".","",".","",".","0.6",".",".","."
"","Dept. Total","850","2.917","26.7","5.8","20.6","2.6","11.5","5.3","1.9","24.7","0.1",".","",".","",".","0.6",".","0.2","."
