"L&S","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"ILS
Dept. Total
500","598","3.494","42.3","19.2","11.4","5.9","2.8","1.3","0.5","1.0","",".","14.7","",".","",".","0.7","0.2",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","84","3.368","34.5","6.0","7.1","8.3","3.6","1.2","1.2",".","",".","38.1","",".","",".",".",".",".","."
"Sophomore","198","3.313","27.8","20.7","12.6","8.6","4.0","1.0","1.0",".","",".","24.2","",".","",".",".",".",".","."
"Junior","142","3.546","45.8","28.9","12.0","3.5","2.8","1.4",".",".","",".","4.9","",".","",".","0.7",".",".","."
"Senior","166","3.668","62.7","16.3","11.4","3.0","1.2","1.8",".","0.6","",".","0.6","",".","",".","1.8","0.6",".","."
"Undergraduates","590","3.497","42.9","19.3","11.4","5.8","2.9","1.4","0.5","0.2","",".","14.9","",".","",".","0.7","0.2",".","."
"Special","8","3.000",".","12.5","12.5","12.5",".",".",".","62.5","",".",".","",".","",".",".",".",".","."
"Dept. Total","598","3.494","42.3","19.2","11.4","5.9","2.8","1.3","0.5","1.0","",".","14.7","",".","",".","0.7","0.2",".","."
