"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","242","2.975","27.7","11.6","24.8","12.4","17.4","5.0","0.8",".",".",".",".",".",".",".","0.4","."
"","002
103","364","2.984","26.9","14.3","22.5","15.9","14.6","4.1","1.6",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","606","2.980","27.2","13.2","23.4","14.5","15.7","4.5","1.3",".",".",".",".",".",".",".","0.2","."
"","104
001","349","2.914","24.4","8.9","33.0","7.2","20.3","5.4","0.9",".",".",".",".",".",".",".",".","."
"","002
104","360","3.053","25.8","11.9","33.1","10.3","16.4","2.5",".",".",".",".",".",".",".",".",".","."
"","104
003","360","2.846","21.1","9.2","26.7","11.1","28.6","3.1","0.3",".",".",".",".",".",".",".",".","."
"","104
004","343","2.869","21.9","9.0","32.9","8.5","21.6","4.7","1.5",".",".",".",".",".",".",".",".","."
"","104
005","278","2.804","21.6","8.6","32.0","7.6","22.7","3.6","4.0",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1690","2.902","23.0","9.6","31.5","9.0","21.9","3.8","1.2",".",".",".",".",".",".",".",".","."
"General Chemistry","108
001","88","2.852","17.0","14.8","36.4","10.2","11.4","8.0","2.3",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","21","3.571","57.1","14.3","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","260
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Entering Research I","Course Total","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
058","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
087","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","87","3.169","29.9","16.1","26.4","12.6","12.6","1.1",".","1.1",".",".",".",".",".",".",".","."
"","327
001","49","2.929","30.6","8.2","28.6","2.0","20.4","10.2",".",".",".",".",".",".",".",".",".","."
"","327
002","34","2.941","32.4","8.8","26.5","8.8","11.8","8.8","2.9",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","83","2.934","31.3","8.4","27.7","4.8","16.9","9.6","1.2",".",".",".",".",".",".",".",".","."
"","329
001","51","3.137","27.5","21.6","25.5","9.8","11.8","3.9",".",".",".",".",".",".",".",".",".","."
"","329
002","74","3.101","32.4","16.2","27.0","6.8","10.8","4.1","2.7",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","125","3.116","30.4","18.4","26.4","8.0","11.2","4.0","1.6",".",".",".",".",".",".",".",".","."
"","343
001","286","2.796","21.0","8.4","32.2","7.0","23.1","4.2","3.5",".",".",".",".",".","0.7",".",".","."
"","343
002","351","2.731","20.8","8.8","28.8","6.6","23.6","7.4","3.4",".",".",".",".",".","0.6",".",".","."
"Intro Organic Chemistry","Course Total","637","2.760","20.9","8.6","30.3","6.8","23.4","6.0","3.5",".",".",".",".",".","0.6",".",".","."
"","344
001","16","3.094","18.8","25.0","37.5","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","344
002","18","3.361","33.3","33.3","16.7","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.361","27.8","27.8","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".","."
