"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIAT
708","Dept. Total","","83","3.634","53.0","33.7","10.8",".","1.2","",".","",".","",".","",".",".","",".","",".","",".",".","1.2","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","7","3.857","57.1","28.6",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","14.3","."
"Junior","","","9","3.818","88.9",".",".",".","11.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","3.958","92.3","7.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","29","3.896","82.8","10.3",".",".","3.4","",".","",".","",".","",".",".","",".","",".","",".",".","3.4","."
"Graduate","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","42","3.537","31.0","47.6","21.4",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","11","3.738","54.5","45.5",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","53","3.566","35.8","47.2","17.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","83","3.634","53.0","33.7","10.8",".","1.2","",".","",".","",".","",".",".","",".","",".","",".",".","1.2","."
