"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Videogames & Learning","277
001","","85","3.795","71.8","20.0","3.5","1.2",".",".","1.2","1.2",".",".",".",".","1.2",".",".","."
"Practicum-Secondary Sci Ed","290
001","","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","15","3.733","73.3","13.3","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","33","3.864","84.8","9.1","3.0",".","3.0",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang & Lit-Secondary Curric","Course Total","","61","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art and Design in Teaching","Course Total","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum-Fam & Consumer Educ","330
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Secndry Schl","334
001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrumental Music-Sec","336
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Practicum in Teaching Music","Course Total","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Elementary Educ Practicum One","340
001","","49","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","354
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","46","3.967","93.5","6.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Education","Course Total","","30","3.933","96.7",".",".",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","25","3.740","64.0","20.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","49","3.867","81.6","10.2","8.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","44","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","20","3.775","65.0","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","368
002","","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Reading","Course Total","","44","3.875","81.8","13.6","2.3","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"","369
001","","20","3.725","70.0","20.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","369
002","","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","Course Total","","44","3.852","84.1","9.1","2.3","2.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 26, 2012","","","","","","","","","","","","","","","","","","","","Page 80 of 404"
